timestamp,temperature,dewpoint_temperature,wind_speed,mean_sea_level_pressure,relative_humidity,surface_solar_radiation,surface_thermal_radiation,total_cloud_cover
2010-01-05T14:00:00Z,14.38,11.34,1.47,101755.17,0.82,0,304.11,0
2010-01-05T15:00:00Z,13.46,10.88,1.72,101729.97,0.84,0,301.68,0.12
2010-01-05T16:00:00Z,13.43,10.89,1.84,101683.76,0.85,0,302.65,0.24
2010-01-05T17:00:00Z,13.48,10.81,2.04,101664.27,0.84,0,303.99,0.36
2010-01-05T18:00:00Z,13.23,10.81,2.14,101668.34,0.85,0,300.89,0.33
2010-01-05T19:00:00Z,13.25,10.76,2.22,101707.95,0.85,0,311.48,0.66
2010-01-05T20:00:00Z,13.61,11.01,2.4,101758.35,0.84,34.96,321.24,0.92
2010-01-05T21:00:00Z,13.79,11.04,3,101825.28,0.83,124.85,345.2,0.94
2010-01-05T22:00:00Z,16.88,11.71,3.24,101867.83,0.72,333.28,334.75,0.91
2010-01-05T23:00:00Z,16.61,11.47,3.19,101887.56,0.72,445.77,350.36,0.97
2010-01-06T00:00:00Z,18.4,11.04,3.06,101877.13,0.62,635.57,349.43,0.99
2010-01-06T01:00:00Z,19.57,10.47,3.06,101887.45,0.56,762.52,340.81,0.97
2010-01-06T02:00:00Z,19.3,10.11,3.18,101837.24,0.55,703.91,342.98,0.97
2010-01-06T03:00:00Z,20.3,9.87,3.97,101823.22,0.51,809,328.67,0.8
2010-01-06T04:00:00Z,20.38,9.59,4.52,101808.81,0.5,819.45,329.74,0.58
2010-01-06T05:00:00Z,20.41,9.26,4.2,101763.5,0.49,811.1,322.89,0.39
2010-01-06T06:00:00Z,20.09,8.28,4.28,101749.78,0.47,667.61,308.67,0.28
2010-01-06T07:00:00Z,20.04,8.1,5.04,101758.2,0.46,604.56,299.29,0.13
2010-01-06T08:00:00Z,19.95,8.42,5.37,101774.34,0.47,405.92,294.89,0.04
2010-01-06T09:00:00Z,20.06,8.69,5.09,101877.58,0.48,186.03,294.01,0.01
2010-01-06T10:00:00Z,16.71,9.3,4.42,101894.94,0.62,26.02,293.77,0
2010-01-06T11:00:00Z,16.67,9.36,3.98,101954.17,0.62,0,293.15,0.01
2010-01-06T12:00:00Z,14.39,9.54,3.39,101929.44,0.73,0,292.44,0.01
2010-01-06T13:00:00Z,14.27,9.61,2.97,101917.27,0.74,0,290.77,0.01
2010-01-06T14:00:00Z,14.01,9.67,2.74,101902.52,0.75,0,288.87,0.03
2010-01-06T15:00:00Z,12.5,9.55,2.51,101883.98,0.82,0,292.11,0.04
2010-01-06T16:00:00Z,12.45,9.62,2.55,101848.73,0.83,0,294.03,0.09
2010-01-06T17:00:00Z,12.46,9.69,2.58,101834.88,0.83,0,295.97,0.05
2010-01-06T18:00:00Z,11.99,9.68,2.51,101836.17,0.86,0,292.41,0.06
2010-01-06T19:00:00Z,12.09,9.79,2.62,101850.41,0.86,0,287.74,0.14
2010-01-06T20:00:00Z,12.34,9.74,3.05,101857.97,0.84,40.98,288.45,0.16
2010-01-06T21:00:00Z,12.55,9.76,3.43,101912.85,0.83,213.09,288.06,0
2010-01-06T22:00:00Z,16.76,9.37,3.68,101931.19,0.62,429.68,290.34,0
2010-01-06T23:00:00Z,16.82,9.28,3.65,101957.88,0.61,636.14,294.75,0
2010-01-07T00:00:00Z,18.98,9.16,3.56,101876.09,0.53,823.63,299.98,0
2010-01-07T01:00:00Z,20.78,9.27,3.61,101844.45,0.48,962.29,306.36,0
2010-01-07T02:00:00Z,21,9.47,3.79,101818.15,0.48,1050.17,309.83,0
2010-01-07T03:00:00Z,22.74,9.78,3.91,101771.16,0.44,1074.49,313.73,0
2010-01-07T04:00:00Z,23.01,9.89,4.21,101724.06,0.43,1036.79,317,0
2010-01-07T05:00:00Z,23,10.16,4.63,101690.48,0.44,939.71,319.29,0
2010-01-07T06:00:00Z,22.57,10.83,4.68,101642.93,0.47,790.44,320.27,0
2010-01-07T07:00:00Z,22.39,10.99,4.73,101610.71,0.48,601.05,323.47,0
2010-01-07T08:00:00Z,22.25,11.16,4.39,101607.42,0.49,389.77,322.44,0
2010-01-07T09:00:00Z,22.25,11.19,3.83,101653.92,0.5,180.05,320.62,0
2010-01-07T10:00:00Z,19.19,12.02,3.55,101688.89,0.63,25.02,317.6,0
2010-01-07T11:00:00Z,18.89,12.29,3.03,101729.13,0.65,0,314.23,0
2010-01-07T12:00:00Z,16.38,12.33,2.43,101726.95,0.77,0,311.14,0
2010-01-07T13:00:00Z,16.05,12.15,1.72,101760.03,0.78,0,307.91,0
2010-01-07T14:00:00Z,15.52,11.63,1.2,101776.6,0.78,0,304.56,0
2010-01-07T15:00:00Z,13.96,11.24,0.69,101746.32,0.84,0,301.34,0
2010-01-07T16:00:00Z,13.4,10.98,0.5,101708.6,0.85,0,298.61,0
2010-01-07T17:00:00Z,13.31,10.86,0.55,101667.7,0.85,0,296.63,0
2010-01-07T18:00:00Z,13.18,11.03,0.56,101653.6,0.87,0,295.76,0.01
2010-01-07T19:00:00Z,13.62,11.13,0.81,101656.44,0.85,0,294.4,0.03
2010-01-07T20:00:00Z,13.3,11.45,1.05,101685.79,0.89,39.34,295.61,0.01
2010-01-07T21:00:00Z,13.58,11.45,0.97,101750.2,0.87,210.3,300.02,0
2010-01-07T22:00:00Z,19.37,13.22,2.3,101745.47,0.68,421.09,310,0.03
2010-01-07T23:00:00Z,21.06,13.52,3.25,101696.71,0.62,624.83,321.84,0.17
2010-01-08T00:00:00Z,26.89,14.36,3.43,101640.01,0.46,803.92,335.15,0.38
2010-01-08T01:00:00Z,29.08,14.55,3.66,101579.41,0.41,932.18,347.91,0.67
2010-01-08T02:00:00Z,29.8,13.95,4.42,101498.78,0.38,1003.94,357.82,0.9
2010-01-08T03:00:00Z,32.37,11.74,4.64,101399.9,0.28,1024.23,364.86,0.95
2010-01-08T04:00:00Z,32.52,11.52,4.04,101358.97,0.28,943.81,374.96,0.86
2010-01-08T05:00:00Z,32.79,11.14,3.57,101318.67,0.27,796.3,384.17,0.62
2010-01-08T06:00:00Z,33.39,9.53,3.33,101283.79,0.23,710.46,377.87,0.91
2010-01-08T07:00:00Z,34.01,7.31,2.7,101273.95,0.19,515.64,380.61,0.99
2010-01-08T08:00:00Z,34.11,7.08,1.59,101284.91,0.19,324.1,382.67,1
2010-01-08T09:00:00Z,33.47,11.95,1.81,101323.02,0.27,131.41,385.65,0.98
2010-01-08T10:00:00Z,27.72,12.55,1.57,101365.07,0.39,16.08,389.56,1
2010-01-08T11:00:00Z,27.08,12.72,0.87,101405.08,0.41,0,368.53,0.98
2010-01-08T12:00:00Z,22.93,13.31,0.24,101400.96,0.55,0,363.49,0.99
2010-01-08T13:00:00Z,22.18,13.65,0.52,101375.3,0.58,0,358.6,0.94
2010-01-08T14:00:00Z,21.99,13.4,1.65,101352.34,0.58,0,355.91,0.97
2010-01-08T15:00:00Z,20.38,12.77,2.32,101301.17,0.62,0,344.72,1
2010-01-08T16:00:00Z,20.27,12.25,2.83,101257.24,0.6,0,348.11,1
2010-01-08T17:00:00Z,20.15,12.15,3.22,101246.1,0.6,0,345.82,0.93
2010-01-08T18:00:00Z,19.66,11.85,3.78,101263.01,0.61,0,337.19,0.87
2010-01-08T19:00:00Z,20.03,11.76,4.31,101276.1,0.59,0,326.51,0.96
2010-01-08T20:00:00Z,20.71,11.81,4.66,101332.68,0.57,36.52,326.05,0.87
2010-01-08T21:00:00Z,21.82,12.45,4.67,101352.49,0.55,201.06,328.72,0.64
2010-01-08T22:00:00Z,28.31,12.48,4.93,101361.19,0.38,414.62,334.71,0.15
2010-01-08T23:00:00Z,29.54,12.01,4.96,101377.44,0.34,622.11,342.67,0.02
2010-01-09T00:00:00Z,32.84,10.21,4.53,101327.52,0.25,812.95,351.11,0.05
2010-01-09T01:00:00Z,33.46,8.46,4.18,101331.67,0.21,953.8,357.22,0.17
2010-01-09T02:00:00Z,32.47,9.83,5.88,101351.34,0.25,1041.17,358.05,0.14
2010-01-09T03:00:00Z,29.66,12.06,6.83,101413.59,0.34,1068.36,356.71,0.08
2010-01-09T04:00:00Z,28.59,12.4,6.49,101449.68,0.37,1031.01,357.91,0.01
2010-01-09T05:00:00Z,28.46,12.56,5.72,101495.31,0.37,933.46,354.73,0
2010-01-09T06:00:00Z,27.22,12.92,4.89,101508.63,0.41,775.04,353.64,0
2010-01-09T07:00:00Z,26.84,13.01,4.45,101510.08,0.42,598.33,345.53,0
2010-01-09T08:00:00Z,26.45,13.23,4.28,101541.02,0.44,384.18,341.77,0.01
2010-01-09T09:00:00Z,26.13,13.58,4.14,101642.03,0.46,178.42,337.03,0
2010-01-09T10:00:00Z,20.64,14.36,4.16,101689.76,0.67,24.57,330.94,0
2010-01-09T11:00:00Z,20.47,14.67,3.58,101804.76,0.69,0,324.74,0
2010-01-09T12:00:00Z,17.49,13.96,2.9,101773.63,0.8,0,320.33,0.01
2010-01-09T13:00:00Z,17.37,14.13,2.24,101775.55,0.81,0,317.02,0
2010-01-09T14:00:00Z,16.95,14.06,2.09,101759.41,0.83,0,315.01,0.02
2010-01-09T15:00:00Z,15.68,13.6,2.05,101718.1,0.87,0,313.64,0.01
2010-01-09T16:00:00Z,15.57,13.52,2.23,101706.48,0.88,0,312.47,0
2010-01-09T17:00:00Z,15.45,13.39,2.5,101688.29,0.88,0,311.23,0
2010-01-09T18:00:00Z,14.46,12.79,2.3,101675.94,0.9,0,309.95,0
2010-01-09T19:00:00Z,14.46,12.72,1.91,101700.71,0.89,0,308.08,0
2010-01-09T20:00:00Z,15.14,12.96,1.9,101740.64,0.87,34.93,307.67,0
2010-01-09T21:00:00Z,15,12.87,1.73,101755.62,0.87,200.5,310.82,0
2010-01-09T22:00:00Z,19.4,13.69,1.87,101779.45,0.7,411.9,316.4,0.01
2010-01-09T23:00:00Z,19.65,13.35,1.58,101778.23,0.67,621.89,322.97,0
2010-01-10T00:00:00Z,23.76,13.23,1.72,101718.3,0.52,805.65,330.71,0
2010-01-10T01:00:00Z,25.86,13.17,2.09,101713.95,0.45,947.31,338.66,0
2010-01-10T02:00:00Z,26.75,13.41,2.41,101647.14,0.44,1035.07,346.58,0.06
2010-01-10T03:00:00Z,28.91,13.94,2.71,101572.96,0.4,1061.65,353.57,0.54
2010-01-10T04:00:00Z,29.39,13.93,3.11,101486.7,0.39,1027,358.91,0.66
2010-01-10T05:00:00Z,29.77,13.81,3.52,101415.76,0.38,926.54,362.89,0.58
2010-01-10T06:00:00Z,29.63,14.56,3.94,101360.28,0.4,777.37,364.99,0.41
2010-01-10T07:00:00Z,29.73,14.57,4.1,101348.33,0.4,594.51,361.56,0.39
2010-01-10T08:00:00Z,29.67,15.03,3.96,101350.42,0.41,381.63,358.66,0.14
2010-01-10T09:00:00Z,29.13,15.24,3.36,101353.63,0.43,176.83,354.19,0.15
2010-01-10T10:00:00Z,24.84,16.86,2.64,101381.1,0.61,24.41,348.59,0.24
2010-01-10T11:00:00Z,24.47,16.92,2.25,101452.83,0.63,0,345.13,0.04
2010-01-10T12:00:00Z,21.5,16.36,2.19,101418.12,0.73,0,341.51,0
2010-01-10T13:00:00Z,21.28,16.23,1.96,101395.94,0.73,0,336.15,0
2010-01-10T14:00:00Z,20.95,16.07,1.66,101360.68,0.74,0,331.74,0
2010-01-10T15:00:00Z,19.18,15.79,1.48,101293.17,0.81,0,326.98,0
2010-01-10T16:00:00Z,18.59,15.59,1.47,101243.24,0.83,0,323.21,0
2010-01-10T17:00:00Z,18.16,15.54,1.59,101190.96,0.85,0,321.02,0
2010-01-10T18:00:00Z,16.92,15.12,1.83,101165.99,0.89,0,320.67,0.01
2010-01-10T19:00:00Z,16.56,15.01,1.7,101150.92,0.91,0,321.98,0.01
2010-01-10T20:00:00Z,17.41,15.65,1.34,101171.66,0.89,33.87,319.89,0
2010-01-10T21:00:00Z,18.13,15.13,1.33,101202.9,0.83,196.12,325.3,0
2010-01-10T22:00:00Z,24.28,17.39,2.43,101206.74,0.65,407.74,336.62,0
2010-01-10T23:00:00Z,26.18,17.3,3.6,101111.49,0.58,615.37,350.58,0.02
2010-01-11T00:00:00Z,32.46,16.72,4.65,101042.16,0.39,772.85,369.34,0.05
2010-01-11T01:00:00Z,34.95,15.81,5.38,100939.76,0.32,887.26,382.85,0.02
2010-01-11T02:00:00Z,35.97,14.77,6.01,100862.6,0.28,960.01,401.63,0.12
2010-01-11T03:00:00Z,38.56,12.47,6.21,100761.46,0.21,990.02,401.36,0.36
2010-01-11T04:00:00Z,38.64,12.11,5.69,100652.73,0.21,882.55,416.41,0.14
2010-01-11T05:00:00Z,38.46,11.85,5.2,100576.9,0.2,773.63,416.4,0.25
2010-01-11T06:00:00Z,38.32,11.37,4.82,100509.67,0.2,681.74,423.65,0.5
2010-01-11T07:00:00Z,38.25,10.59,4.53,100430.38,0.19,439.61,425.89,0.92
2010-01-11T08:00:00Z,38.05,11,3.48,100427.73,0.2,262.51,423.91,0.99
2010-01-11T09:00:00Z,37.15,11.61,2.92,100383.67,0.22,115.2,415.43,0.99
2010-01-11T10:00:00Z,33.35,11.56,3.93,100368.78,0.27,13.35,422.27,0.99
2010-01-11T11:00:00Z,33.05,11.38,4.02,100365.57,0.27,0,423.77,0.99
2010-01-11T12:00:00Z,30.77,12.41,4.4,100379.55,0.32,0,407.92,0.98
2010-01-11T13:00:00Z,30.63,11.9,4.97,100317.23,0.32,0,419.19,0.99
2010-01-11T14:00:00Z,30.81,12.04,5.17,100286.15,0.32,0,412.87,0.52
2010-01-11T15:00:00Z,30.72,11.43,5.13,100210.64,0.31,0,408.93,0.48
2010-01-11T16:00:00Z,30.7,11.58,5.44,100159.22,0.31,0,389.12,0.89
2010-01-11T17:00:00Z,30.67,11.68,6.14,100153.64,0.31,0,395.55,0.61
2010-01-11T18:00:00Z,30.76,11.39,6.25,100137.57,0.3,0,397.29,0.21
2010-01-11T19:00:00Z,30.76,11.19,6.36,100152.3,0.3,0,370.15,0.33
2010-01-11T20:00:00Z,30.95,10.81,6.5,100214.81,0.29,30.45,368.51,0.78
2010-01-11T21:00:00Z,30.88,10.09,6.03,100289.21,0.28,133.55,396.65,0.89
2010-01-11T22:00:00Z,31.3,12.54,4.82,100423.54,0.32,253.11,399.71,0.83
2010-01-11T23:00:00Z,30.72,12.96,4.59,100489.22,0.34,450.08,396.83,0.63
2010-01-12T00:00:00Z,31.23,14.84,3.27,100492.5,0.37,739.35,393.29,0.23
2010-01-12T01:00:00Z,31.88,16.02,2.04,100449.12,0.38,917.56,384.02,0.36
2010-01-12T02:00:00Z,32.38,15.98,1.76,100387.89,0.37,937.17,403.12,0.9
2010-01-12T03:00:00Z,31.36,17.38,3.91,100382.27,0.43,644.93,421.93,0.99
2010-01-12T04:00:00Z,30.61,18.33,6.57,100492.59,0.48,339.26,429,0.93
2010-01-12T05:00:00Z,25.38,18.85,7.76,100656.94,0.67,458.59,421.62,0.95
2010-01-12T06:00:00Z,21.35,17.34,7.23,100824.22,0.78,520.22,401.51,0.99
2010-01-12T07:00:00Z,20.09,16.22,6.19,100923.87,0.78,262.03,402.76,1
2010-01-12T08:00:00Z,20.02,15.92,6.17,100983.08,0.77,118.53,397.49,1
2010-01-12T09:00:00Z,20.01,15.66,5.63,101054.42,0.76,24.97,396.8,1
2010-01-12T10:00:00Z,17.29,13.86,5.08,101147.76,0.8,4.9,390.52,1
2010-01-12T11:00:00Z,17.35,13.44,5.03,101210.4,0.78,0,383.1,1
2010-01-12T12:00:00Z,16.12,11.88,5.45,101272.77,0.76,0,384.99,1
2010-01-12T13:00:00Z,16.2,11.5,5.2,101350.02,0.74,0,376.53,1
2010-01-12T14:00:00Z,16.3,11.28,4.84,101378.71,0.72,0,372.12,1
2010-01-12T15:00:00Z,15.6,10.73,4.81,101334.69,0.73,0,368.96,1
2010-01-12T16:00:00Z,15.75,10.64,4.69,101328.9,0.72,0,368.86,1
2010-01-12T17:00:00Z,15.91,10.56,4.73,101319.43,0.7,0,369.07,1
2010-01-12T18:00:00Z,15.81,10.28,4.24,101319.44,0.7,0,368.19,1
2010-01-12T19:00:00Z,15.86,10.41,2.89,101410.6,0.7,0,368.74,1
2010-01-12T20:00:00Z,16,10.46,2.92,101419.46,0.7,5.34,368.17,1
2010-01-12T21:00:00Z,16.15,10.32,2.73,101487.33,0.68,47.2,367.2,1
2010-01-12T22:00:00Z,16.75,10.91,2.63,101591.92,0.68,110.89,365.89,1
2010-01-12T23:00:00Z,16.74,10.96,4,101657.65,0.69,194.41,370.01,1
2010-01-13T00:00:00Z,17.93,10.74,5.01,101678.7,0.63,322.33,375.22,1
2010-01-13T01:00:00Z,18.13,10.21,5.88,101719.2,0.6,378.28,371.85,1
2010-01-13T02:00:00Z,18.18,9.86,6.23,101762.84,0.58,549.19,360.66,0.98
2010-01-13T03:00:00Z,19.04,9.22,6.17,101741.42,0.53,688.91,360.11,0.88
2010-01-13T04:00:00Z,18.86,9.26,6.01,101734.77,0.54,694.08,361.68,0.78
2010-01-13T05:00:00Z,18.69,9.36,5.9,101722.1,0.55,714.09,355.21,0.63
2010-01-13T06:00:00Z,18.3,9.1,5.51,101740.37,0.55,618.64,343.57,0.54
2010-01-13T07:00:00Z,18.42,8.95,5.37,101758.84,0.54,442.11,344.98,0.5
2010-01-13T08:00:00Z,18.41,9.06,5.66,101810.62,0.54,313.01,328.98,0.6
2010-01-13T09:00:00Z,18.41,9.02,5.36,101883.45,0.54,135.03,326.54,0.36
