date,state,demand
2006-01-04T20:00:00Z,NSW,6443.847826
2006-01-04T20:30:00Z,NSW,6207.492962
2006-01-04T21:00:00Z,NSW,6267.942762
2006-01-04T21:30:00Z,NSW,6184.186276
2006-01-04T22:00:00Z,NSW,6166.105496
2006-01-04T22:30:00Z,NSW,6057.871344
2006-01-04T23:00:00Z,NSW,5892.444322
2006-01-04T23:30:00Z,NSW,5728.040366
2006-01-05T00:00:00Z,NSW,5540.66732
2006-01-05T00:30:00Z,NSW,5311.612108
2006-01-05T01:00:00Z,NSW,4955.955082
2006-01-05T01:30:00Z,NSW,4649.674646
2006-01-05T02:00:00Z,NSW,4449.633024
2006-01-05T02:30:00Z,NSW,4349.281322
2006-01-05T03:00:00Z,NSW,4322.612578
2006-01-05T03:30:00Z,NSW,4360.748798
2006-01-05T04:00:00Z,NSW,4510.45895
2006-01-05T04:30:00Z,NSW,4716.52006
2006-01-05T05:00:00Z,NSW,5081.56281
2006-01-05T05:30:00Z,NSW,5441.07241
2006-01-05T06:00:00Z,NSW,5766.88671
2006-01-05T06:30:00Z,NSW,6136.555104
2006-01-05T07:00:00Z,NSW,6478.509308
2006-01-05T07:30:00Z,NSW,6754.359694
2006-01-05T08:00:00Z,NSW,7057.668288
2006-01-05T08:30:00Z,NSW,7225.825854
2006-01-05T09:00:00Z,NSW,7318.50915
2006-01-05T09:30:00Z,NSW,7385.819272
2006-01-05T10:00:00Z,NSW,7375.07412
2006-01-05T10:30:00Z,NSW,7384.384346
2006-01-05T11:00:00Z,NSW,7356.929354
2006-01-05T11:30:00Z,NSW,7338.310872
2006-01-05T12:00:00Z,NSW,7337.220856
2006-01-05T12:30:00Z,NSW,7297.771802
2006-01-05T13:00:00Z,NSW,7238.300504
2006-01-05T13:30:00Z,NSW,7231.731644
2006-01-05T14:00:00Z,NSW,7215.190772
2006-01-05T14:30:00Z,NSW,7214.663996
2006-01-05T15:00:00Z,NSW,7211.096562
2006-01-05T15:30:00Z,NSW,7274.61781
2006-01-05T16:00:00Z,NSW,7303.688474
2006-01-05T16:30:00Z,NSW,7345.95559
2006-01-05T17:00:00Z,NSW,7196.156684
2006-01-05T17:30:00Z,NSW,7094.604958
2006-01-05T18:00:00Z,NSW,6926.194246
2006-01-05T18:30:00Z,NSW,6783.816688
2006-01-05T19:00:00Z,NSW,6788.345114
2006-01-05T19:30:00Z,NSW,6785.100138
2006-01-05T20:00:00Z,NSW,6545.653546
2006-01-05T20:30:00Z,NSW,6241.345254
2006-01-05T21:00:00Z,NSW,6276.10394
2006-01-05T21:30:00Z,NSW,6191.129698
2006-01-05T22:00:00Z,NSW,6185.769892
2006-01-05T22:30:00Z,NSW,6057.364456
2006-01-05T23:00:00Z,NSW,5945.909828
2006-01-05T23:30:00Z,NSW,5782.772274
2006-01-06T00:00:00Z,NSW,5593.508676
2006-01-06T00:30:00Z,NSW,5327.725422
2006-01-06T01:00:00Z,NSW,5000.65737
2006-01-06T01:30:00Z,NSW,4674.24239
2006-01-06T02:00:00Z,NSW,4464.643926
2006-01-06T02:30:00Z,NSW,4358.912042
2006-01-06T03:00:00Z,NSW,4325.690744
2006-01-06T03:30:00Z,NSW,4359.640596
2006-01-06T04:00:00Z,NSW,4514.181764
2006-01-06T04:30:00Z,NSW,4735.847754
2006-01-06T05:00:00Z,NSW,5098.340592
2006-01-06T05:30:00Z,NSW,5472.231728
2006-01-06T06:00:00Z,NSW,5778.819414
2006-01-06T06:30:00Z,NSW,6172.099626
2006-01-06T07:00:00Z,NSW,6539.97529
2006-01-06T07:30:00Z,NSW,6865.571304
2006-01-06T08:00:00Z,NSW,7220.543512
2006-01-06T08:30:00Z,NSW,7394.026462
2006-01-06T09:00:00Z,NSW,7542.683934
2006-01-06T09:30:00Z,NSW,7614.094326
2006-01-06T10:00:00Z,NSW,7618.378028
2006-01-06T10:30:00Z,NSW,7647.28108
2006-01-06T11:00:00Z,NSW,7649.640882
2006-01-06T11:30:00Z,NSW,7675.745938
2006-01-06T12:00:00Z,NSW,7707.192716
2006-01-06T12:30:00Z,NSW,7719.995592
2006-01-06T13:00:00Z,NSW,7772.695636
2006-01-06T13:30:00Z,NSW,7803.96399
2006-01-06T14:00:00Z,NSW,7840.01397
2006-01-06T14:30:00Z,NSW,7847.756504
2006-01-06T15:00:00Z,NSW,7877.047082
2006-01-06T15:30:00Z,NSW,7870.757938
2006-01-06T16:00:00Z,NSW,7779.07479
2006-01-06T16:30:00Z,NSW,7649.384652
2006-01-06T17:00:00Z,NSW,7344.78573
2006-01-06T17:30:00Z,NSW,7181.603202
2006-01-06T18:00:00Z,NSW,6942.913846
2006-01-06T18:30:00Z,NSW,6762.469004
2006-01-06T19:00:00Z,NSW,6720.197722
2006-01-06T19:30:00Z,NSW,6680.544912
2006-01-06T20:00:00Z,NSW,6489.606978
2006-01-06T20:30:00Z,NSW,6244.54548
2006-01-06T21:00:00Z,NSW,6330.205944
2006-01-06T21:30:00Z,NSW,6276.715202
2006-01-06T22:00:00Z,NSW,6297.684466
2006-01-06T22:30:00Z,NSW,6161.332978
2006-01-06T23:00:00Z,NSW,6004.018366
2006-01-06T23:30:00Z,NSW,5817.25993
2006-01-07T00:00:00Z,NSW,5599.06523
2006-01-07T00:30:00Z,NSW,5316.430568
2006-01-07T01:00:00Z,NSW,4971.197802
2006-01-07T01:30:00Z,NSW,4653.824232
2006-01-07T02:00:00Z,NSW,4440.357602
2006-01-07T02:30:00Z,NSW,4312.27095
2006-01-07T03:00:00Z,NSW,4244.850766
2006-01-07T03:30:00Z,NSW,4224.041468
2006-01-07T04:00:00Z,NSW,4287.866622
2006-01-07T04:30:00Z,NSW,4337.385546
2006-01-07T05:00:00Z,NSW,4447.303114
2006-01-07T05:30:00Z,NSW,4633.910464
2006-01-07T06:00:00Z,NSW,4916.252004
2006-01-07T06:30:00Z,NSW,5259.24217
2006-01-07T07:00:00Z,NSW,5667.626166
2006-01-07T07:30:00Z,NSW,6051.744634
2006-01-07T08:00:00Z,NSW,6434.056708
2006-01-07T08:30:00Z,NSW,6565.22122
2006-01-07T09:00:00Z,NSW,6755.143364
2006-01-07T09:30:00Z,NSW,6773.90105
2006-01-07T10:00:00Z,NSW,6776.624206
2006-01-07T10:30:00Z,NSW,6759.3261
2006-01-07T11:00:00Z,NSW,6714.075398
2006-01-07T11:30:00Z,NSW,6697.810296
2006-01-07T12:00:00Z,NSW,6651.093708
2006-01-07T12:30:00Z,NSW,6600.853434
2006-01-07T13:00:00Z,NSW,6548.998698
2006-01-07T13:30:00Z,NSW,6490.18933
2006-01-07T14:00:00Z,NSW,6465.166152
2006-01-07T14:30:00Z,NSW,6486.628252
2006-01-07T15:00:00Z,NSW,6504.843388
2006-01-07T15:30:00Z,NSW,6547.13527
2006-01-07T16:00:00Z,NSW,6443.207832
2006-01-07T16:30:00Z,NSW,6478.004402
2006-01-07T17:00:00Z,NSW,6452.145238
2006-01-07T17:30:00Z,NSW,6385.111996
2006-01-07T18:00:00Z,NSW,6280.905812
2006-01-07T18:30:00Z,NSW,6181.086984
2006-01-07T19:00:00Z,NSW,6199.44401
2006-01-07T19:30:00Z,NSW,6326.034054
2006-01-07T20:00:00Z,NSW,6253.244992
2006-01-07T20:30:00Z,NSW,6107.69708
2006-01-07T21:00:00Z,NSW,6039.890354
2006-01-07T21:30:00Z,NSW,5950.413898
2006-01-07T22:00:00Z,NSW,5900.672654
2006-01-07T22:30:00Z,NSW,5694.872652
2006-01-07T23:00:00Z,NSW,5487.903358
2006-01-07T23:30:00Z,NSW,5284.7246
2006-01-08T00:00:00Z,NSW,5099.61935
2006-01-08T00:30:00Z,NSW,4886.301258
2006-01-08T01:00:00Z,NSW,4602.21582
2006-01-08T01:30:00Z,NSW,4362.287094
2006-01-08T02:00:00Z,NSW,4221.768716
2006-01-08T02:30:00Z,NSW,4149.12796
2006-01-08T03:00:00Z,NSW,4101.199022
2006-01-08T03:30:00Z,NSW,4088.003084
2006-01-08T04:00:00Z,NSW,4135.859054
2006-01-08T04:30:00Z,NSW,4153.598812
2006-01-08T05:00:00Z,NSW,4208.168024
2006-01-08T05:30:00Z,NSW,4330.3908
2006-01-08T06:00:00Z,NSW,4540.73412
2006-01-08T06:30:00Z,NSW,4849.448154
2006-01-08T07:00:00Z,NSW,5198.69067
2006-01-08T07:30:00Z,NSW,5547.112902
2006-01-08T08:00:00Z,NSW,5860.867594
2006-01-08T08:30:00Z,NSW,6123.424096
2006-01-08T09:00:00Z,NSW,6352.14854
2006-01-08T09:30:00Z,NSW,6436.96483
2006-01-08T10:00:00Z,NSW,6533.698138
2006-01-08T10:30:00Z,NSW,6586.09251
2006-01-08T11:00:00Z,NSW,6645.27093
2006-01-08T11:30:00Z,NSW,6647.73871
2006-01-08T12:00:00Z,NSW,6628.2566639999995
2006-01-08T12:30:00Z,NSW,6601.069378
2006-01-08T13:00:00Z,NSW,6571.015542
2006-01-08T13:30:00Z,NSW,6589.922606
2006-01-08T14:00:00Z,NSW,6622.821086
2006-01-08T14:30:00Z,NSW,6661.549382
2006-01-08T15:00:00Z,NSW,6659.907336
2006-01-08T15:30:00Z,NSW,6654.122922
2006-01-08T16:00:00Z,NSW,6588.834428
2006-01-08T16:30:00Z,NSW,6633.25887
2006-01-08T17:00:00Z,NSW,6643.165938
2006-01-08T17:30:00Z,NSW,6627.10612
2006-01-08T18:00:00Z,NSW,6535.319092
2006-01-08T18:30:00Z,NSW,6453.097494
2006-01-08T19:00:00Z,NSW,6477.47383
2006-01-08T19:30:00Z,NSW,6632.917272
2006-01-08T20:00:00Z,NSW,6545.99141
2006-01-08T20:30:00Z,NSW,6327.376322
2006-01-08T21:00:00Z,NSW,6224.753062
2006-01-08T21:30:00Z,NSW,6025.267802
2006-01-08T22:00:00Z,NSW,5906.04662
2006-01-08T22:30:00Z,NSW,5653.703618
2006-01-08T23:00:00Z,NSW,5442.743188
2006-01-08T23:30:00Z,NSW,5265.33379
2006-01-09T00:00:00Z,NSW,5084.728496
2006-01-09T00:30:00Z,NSW,4905.887714
2006-01-09T01:00:00Z,NSW,4641.53104
2006-01-09T01:30:00Z,NSW,4443.239084
2006-01-09T02:00:00Z,NSW,4330.01412
2006-01-09T02:30:00Z,NSW,4272.557104
2006-01-09T03:00:00Z,NSW,4269.20161
2006-01-09T03:30:00Z,NSW,4315.600974
2006-01-09T04:00:00Z,NSW,4547.045154
2006-01-09T04:30:00Z,NSW,4829.125458
2006-01-09T05:00:00Z,NSW,5293.744048
2006-01-09T05:30:00Z,NSW,5772.023014
2006-01-09T06:00:00Z,NSW,6141.902442
2006-01-09T06:30:00Z,NSW,6597.692112
2006-01-09T07:00:00Z,NSW,6982.9097
2006-01-09T07:30:00Z,NSW,7342.514538
2006-01-09T08:00:00Z,NSW,7713.066952
2006-01-09T08:30:00Z,NSW,7919.36284
2006-01-09T09:00:00Z,NSW,8047.72348
2006-01-09T09:30:00Z,NSW,8136.53937
2006-01-09T10:00:00Z,NSW,8171.327018
2006-01-09T10:30:00Z,NSW,8281.901284
2006-01-09T11:00:00Z,NSW,8362.493484
2006-01-09T11:30:00Z,NSW,8396.616432
2006-01-09T12:00:00Z,NSW,8484.705864
2006-01-09T12:30:00Z,NSW,8552.910662
2006-01-09T13:00:00Z,NSW,8584.281794
2006-01-09T13:30:00Z,NSW,8616.522104
2006-01-09T14:00:00Z,NSW,8679.6496760000009
2006-01-09T14:30:00Z,NSW,8714.147972
2006-01-09T15:00:00Z,NSW,8780.40811
2006-01-09T15:30:00Z,NSW,8797.849708
2006-01-09T16:00:00Z,NSW,8751.555762
2006-01-09T16:30:00Z,NSW,8644.768212
2006-01-09T17:00:00Z,NSW,8370.412496
2006-01-09T17:30:00Z,NSW,8164.07183
2006-01-09T18:00:00Z,NSW,7882.919054
2006-01-09T18:30:00Z,NSW,7669.18671
2006-01-09T19:00:00Z,NSW,7609.608472
2006-01-09T19:30:00Z,NSW,7667.685306
2006-01-09T20:00:00Z,NSW,7557.314454
2006-01-09T20:30:00Z,NSW,7287.697974
2006-01-09T21:00:00Z,NSW,7237.928858
2006-01-09T21:30:00Z,NSW,6974.086378
2006-01-09T22:00:00Z,NSW,6826.805042
2006-01-09T22:30:00Z,NSW,6572.33649
2006-01-09T23:00:00Z,NSW,6388.121716
2006-01-09T23:30:00Z,NSW,6199.395264
2006-01-10T00:00:00Z,NSW,5935.047318
2006-01-10T00:30:00Z,NSW,5682.770256
2006-01-10T01:00:00Z,NSW,5328.659352
2006-01-10T01:30:00Z,NSW,5022.848776
2006-01-10T02:00:00Z,NSW,4817.49496
2006-01-10T02:30:00Z,NSW,4708.223152
2006-01-10T03:00:00Z,NSW,4677.157426
2006-01-10T03:30:00Z,NSW,4717.747522
2006-01-10T04:00:00Z,NSW,4900.770048
2006-01-10T04:30:00Z,NSW,5164.821258
2006-01-10T05:00:00Z,NSW,5616.008222
2006-01-10T05:30:00Z,NSW,6119.706858
2006-01-10T06:00:00Z,NSW,6558.484224
2006-01-10T06:30:00Z,NSW,7047.832048
2006-01-10T07:00:00Z,NSW,7554.552572
2006-01-10T07:30:00Z,NSW,7958.238218
2006-01-10T08:00:00Z,NSW,8366.991296
2006-01-10T08:30:00Z,NSW,8621.257258
2006-01-10T09:00:00Z,NSW,8822.188756
2006-01-10T09:30:00Z,NSW,8983.555642
2006-01-10T10:00:00Z,NSW,9093.926014
2006-01-10T10:30:00Z,NSW,9221.374516
2006-01-10T11:00:00Z,NSW,9305.23616
2006-01-10T11:30:00Z,NSW,9440.977832
2006-01-10T12:00:00Z,NSW,9618.201398
2006-01-10T12:30:00Z,NSW,9740.53019
2006-01-10T13:00:00Z,NSW,9841.470304
2006-01-10T13:30:00Z,NSW,9948.543274
2006-01-10T14:00:00Z,NSW,10060.62663
2006-01-10T14:30:00Z,NSW,10204.370446
2006-01-10T15:00:00Z,NSW,10334.792236
2006-01-10T15:30:00Z,NSW,10424.808086
2006-01-10T16:00:00Z,NSW,10343.614918
2006-01-10T16:30:00Z,NSW,10235.957166
2006-01-10T17:00:00Z,NSW,9926.179898
2006-01-10T17:30:00Z,NSW,9734.575152
2006-01-10T18:00:00Z,NSW,9405.840386
2006-01-10T18:30:00Z,NSW,9126.173322
2006-01-10T19:00:00Z,NSW,8981.310618
2006-01-10T19:30:00Z,NSW,9007.142476
2006-01-10T20:00:00Z,NSW,8800.033668
2006-01-10T20:30:00Z,NSW,8438.0457
2006-01-10T21:00:00Z,NSW,8265.190404
2006-01-10T21:30:00Z,NSW,7877.20442
2006-01-10T22:00:00Z,NSW,7642.094914
2006-01-10T22:30:00Z,NSW,7318.126346
2006-01-10T23:00:00Z,NSW,7036.374668
2006-01-10T23:30:00Z,NSW,6742.159382
2006-01-11T00:00:00Z,NSW,6443.49536
2006-01-11T00:30:00Z,NSW,6121.95565
2006-01-11T01:00:00Z,NSW,5745.918502
2006-01-11T01:30:00Z,NSW,5423.105116
2006-01-11T02:00:00Z,NSW,5202.093436
2006-01-11T02:30:00Z,NSW,5092.161906
2006-01-11T03:00:00Z,NSW,5056.475436
2006-01-11T03:30:00Z,NSW,5095.130758
2006-01-11T04:00:00Z,NSW,5272.16616
2006-01-11T04:30:00Z,NSW,5508.610356
2006-01-11T05:00:00Z,NSW,5970.557158
2006-01-11T05:30:00Z,NSW,6515.349404
2006-01-11T06:00:00Z,NSW,7068.83839
2006-01-11T06:30:00Z,NSW,7680.378148
2006-01-11T07:00:00Z,NSW,8289.549674
2006-01-11T07:30:00Z,NSW,8903.379636
2006-01-11T08:00:00Z,NSW,9494.459454
2006-01-11T08:30:00Z,NSW,9866.862568
2006-01-11T09:00:00Z,NSW,10161.880818
2006-01-11T09:30:00Z,NSW,10367.71408
2006-01-11T10:00:00Z,NSW,10488.836762
2006-01-11T10:30:00Z,NSW,10599.636818
2006-01-11T11:00:00Z,NSW,10624.759146
2006-01-11T11:30:00Z,NSW,10655.504572
2006-01-11T12:00:00Z,NSW,10610.523548
2006-01-11T12:30:00Z,NSW,10389.897898
2006-01-11T13:00:00Z,NSW,10161.838728
2006-01-11T13:30:00Z,NSW,10081.484398
2006-01-11T14:00:00Z,NSW,10047.840152
2006-01-11T14:30:00Z,NSW,10005.083626
2006-01-11T15:00:00Z,NSW,9955.957298
2006-01-11T15:30:00Z,NSW,9789.589172
2006-01-11T16:00:00Z,NSW,9515.709736
2006-01-11T16:30:00Z,NSW,9233.192396
2006-01-11T17:00:00Z,NSW,8827.10538
2006-01-11T17:30:00Z,NSW,8552.445706
2006-01-11T18:00:00Z,NSW,8246.015796
2006-01-11T18:30:00Z,NSW,8013.513962
2006-01-11T19:00:00Z,NSW,7911.985508
2006-01-11T19:30:00Z,NSW,7767.030466
2006-01-11T20:00:00Z,NSW,7542.775032
2006-01-11T20:30:00Z,NSW,7244.765564
2006-01-11T21:00:00Z,NSW,7179.732402
2006-01-11T21:30:00Z,NSW,6969.503406
2006-01-11T22:00:00Z,NSW,6822.732638
2006-01-11T22:30:00Z,NSW,6625.79838
2006-01-11T23:00:00Z,NSW,6437.359854
2006-01-11T23:30:00Z,NSW,6211.600814
2006-01-12T00:00:00Z,NSW,5982.134414
2006-01-12T00:30:00Z,NSW,5719.392192
2006-01-12T01:00:00Z,NSW,5365.140556
2006-01-12T01:30:00Z,NSW,5065.623888
2006-01-12T02:00:00Z,NSW,4899.833078
2006-01-12T02:30:00Z,NSW,4815.552458
2006-01-12T03:00:00Z,NSW,4807.47117
2006-01-12T03:30:00Z,NSW,4843.843942
2006-01-12T04:00:00Z,NSW,5041.56938
2006-01-12T04:30:00Z,NSW,5291.394134
2006-01-12T05:00:00Z,NSW,5769.755628
2006-01-12T05:30:00Z,NSW,6264.408298
2006-01-12T06:00:00Z,NSW,6660.647542
2006-01-12T06:30:00Z,NSW,7099.87206
2006-01-12T07:00:00Z,NSW,7470.339262
2006-01-12T07:30:00Z,NSW,7797.578012
2006-01-12T08:00:00Z,NSW,8105.307144
2006-01-12T08:30:00Z,NSW,8307.666252
2006-01-12T09:00:00Z,NSW,8435.178616
2006-01-12T09:30:00Z,NSW,8517.104266
2006-01-12T10:00:00Z,NSW,8551.46417
2006-01-12T10:30:00Z,NSW,8595.445982
2006-01-12T11:00:00Z,NSW,8622.41626
2006-01-12T11:30:00Z,NSW,8669.289462
2006-01-12T12:00:00Z,NSW,8761.533666
2006-01-12T12:30:00Z,NSW,8811.387126
2006-01-12T13:00:00Z,NSW,8902.710814
2006-01-12T13:30:00Z,NSW,8932.331564
2006-01-12T14:00:00Z,NSW,8965.621466
2006-01-12T14:30:00Z,NSW,9035.5438580000009
