timestamp,temp_c,dewpoint_temp_c,wind_speed,mean_sea_level_pressure,relative_humidity,surface_solar_radiation,surface_thermal_radiation,total_cloud_cover,temp_c_station
2019-01-07T01:00:00Z,22.22,11.66,2.01,101802.58,0.51,925.46,337.96,0,C
2019-01-07T02:00:00Z,23.33,11.95,2.4,101751.19,0.49,1046.47,334.71,0,B
2019-01-07T03:00:00Z,24.29,12.45,3.3,101651.76,0.48,1015.54,350.51,0.01,B
2019-01-07T04:00:00Z,24.02,12.86,4.21,101559.59,0.5,1021.54,341.8,0.68,A
2019-01-07T05:00:00Z,23.4,12.94,4.98,101491.2,0.52,935.28,342.68,0.97,A
2019-01-07T06:00:00Z,22.14,12.97,5.76,101436.64,0.56,764.95,344.8,0.64,C
2019-01-07T07:00:00Z,21.94,12.98,5.86,101402.38,0.57,562.27,344.99,0.4,B
2019-01-07T08:00:00Z,20.93,12.99,5.47,101401.48,0.6,366.12,336.81,0.82,B
2019-01-07T09:00:00Z,21.15,12.71,4.89,101418.38,0.59,168.42,333.27,0.98,C
2019-01-07T10:00:00Z,18.69,13.15,3.55,101425.94,0.7,21.38,338.62,1,B
2019-01-07T11:00:00Z,18.09,13.57,3.39,101422.68,0.75,0,342.36,0.99,C
2019-01-07T12:00:00Z,17.21,13.88,3.31,101394.25,0.81,0,350.47,1,A
2019-01-07T13:00:00Z,17.17,13.99,3.31,101378.16,0.82,0,350.95,1,A
2019-01-07T14:00:00Z,16.92,14.17,2.98,101341.58,0.84,0,348.35,1,C
2019-01-07T15:00:00Z,16.3,14.16,2.6,101252.43,0.87,0,346.88,1,C
2019-01-07T16:00:00Z,16.37,14.18,2.42,101193.59,0.87,0,356.66,1,C
2019-01-07T17:00:00Z,16.33,14.17,1.72,101142.28,0.87,0,362.77,0.81,B
2019-01-07T18:00:00Z,15.78,13.97,1.24,101142.99,0.89,0,350.84,0.78,C
2019-01-07T19:00:00Z,15.62,13.97,1.18,101140.09,0.9,0,360.71,0.77,B
2019-01-07T20:00:00Z,16.22,14.27,1.02,101156.89,0.88,25.96,363.93,0.8,B
2019-01-07T21:00:00Z,15.92,14.06,0.63,101193.89,0.89,120.75,371.28,0.87,C
2019-01-07T22:00:00Z,18.31,14.84,1.36,101188.25,0.8,275.18,383.25,0.98,C
2019-01-07T23:00:00Z,19.27,14.98,1.71,101176.16,0.76,373.82,392.02,0.99,C
2019-01-08T00:00:00Z,21.36,15.28,2.39,101144.44,0.68,576.31,378.58,0.98,A
2019-01-08T01:00:00Z,21.92,15.14,2.59,101099.78,0.65,718.03,380.15,0.58,B
2019-01-08T02:00:00Z,22.84,14.94,2.8,101007.09,0.61,884.98,370.73,0.09,B
2019-01-08T03:00:00Z,23.51,14.62,3.72,100932.91,0.57,1013.97,353.8,0.09,A
2019-01-08T04:00:00Z,23.73,14.18,5.36,100893.14,0.55,999.76,352.56,0.1,A
2019-01-08T05:00:00Z,23.4,13.49,6.2,100893.09,0.54,901.4,351.27,0.05,B
2019-01-08T06:00:00Z,21.45,13.1,6.27,100908.38,0.59,691.63,356.06,0.03,A
2019-01-08T07:00:00Z,21.06,13.19,6.22,100995.16,0.61,573.62,338.75,0.02,B
2019-01-08T08:00:00Z,19.81,12.79,5.91,101049.59,0.64,377.76,332.87,0,A
2019-01-08T09:00:00Z,19.89,12.44,5.41,101155.65,0.62,174.93,326.39,0.03,B
2019-01-08T10:00:00Z,17.65,11.96,4.29,101225.08,0.69,24.33,319.26,0.2,C
2019-01-08T11:00:00Z,17.42,11.92,3.89,101270.46,0.7,0,323.62,0.4,C
2019-01-08T12:00:00Z,16.82,12.19,3.09,101291.37,0.74,0,321.23,0.81,C
2019-01-08T13:00:00Z,17.09,12.45,2.59,101304.3,0.74,0,330.92,0.76,A
2019-01-08T14:00:00Z,16.73,12.95,2.59,101291.74,0.78,0,345.06,0.55,A
2019-01-08T15:00:00Z,16.1,12.9,3.1,101264.87,0.81,0,337.41,0.58,A
2019-01-08T16:00:00Z,16.08,13.05,3.68,101258.93,0.82,0,333.89,0.76,B
2019-01-08T17:00:00Z,15.56,13.08,4.18,101288.02,0.85,0,338.04,0.67,C
2019-01-08T18:00:00Z,15.25,12.39,4.35,101320.16,0.83,0,360.94,0.85,B
2019-01-08T19:00:00Z,15.19,12.21,4.69,101420.18,0.82,0,357.75,0.94,B
2019-01-08T20:00:00Z,15.13,11.81,4.67,101499.89,0.81,9.06,379.82,0.86,C
2019-01-08T21:00:00Z,15.03,11.01,4.62,101564.22,0.77,87.39,363.73,0.99,B
2019-01-08T22:00:00Z,16.65,9.95,4.02,101570.48,0.65,153.7,376.27,0.95,B
2019-01-08T23:00:00Z,17.38,8.73,4.37,101605.34,0.57,338.63,359.77,0.91,A
2019-01-09T00:00:00Z,18.34,7.83,4.53,101639,0.5,466.28,360.73,0.95,C
2019-01-09T01:00:00Z,18.44,7.6,4.74,101666.01,0.49,529.14,347.86,0.92,C
2019-01-09T02:00:00Z,19.05,7.26,4.95,101681.08,0.46,732.89,356.35,0.76,C
2019-01-09T03:00:00Z,19.46,6.5,5.09,101694.09,0.43,813.82,353.68,0.62,B
2019-01-09T04:00:00Z,19.48,6.58,5.15,101669.78,0.43,926.48,330.06,0.28,C
2019-01-09T05:00:00Z,19.4,6.81,5.11,101648,0.44,886.44,314.75,0.09,B
2019-01-09T06:00:00Z,18.68,6.6,5.08,101661.09,0.45,804.25,301.41,0,B
2019-01-09T07:00:00Z,18.7,6.46,5,101674.11,0.45,622.41,296.98,0.06,A
2019-01-09T08:00:00Z,18.13,6.53,4.84,101742.41,0.47,403.16,295.54,0.01,C
2019-01-09T09:00:00Z,18.14,6.55,4.53,101793.79,0.47,171.89,296.75,0.01,B
2019-01-09T10:00:00Z,15.75,7.16,4.03,101849.55,0.57,25.18,293.94,0.41,A
2019-01-09T11:00:00Z,15.07,7.36,3.9,101895.85,0.6,0,291.97,0.78,B
2019-01-09T12:00:00Z,13.66,7.35,3.47,101904.7,0.66,0,291.58,0.86,C
2019-01-09T13:00:00Z,13.61,7.47,2.91,101918.69,0.66,0,293.61,0.81,A
2019-01-09T14:00:00Z,12.96,7.32,2.36,101905.64,0.69,0,288.74,0.6,B
2019-01-09T15:00:00Z,12.14,7.26,1.88,101860.99,0.72,0,303.54,0.21,A
2019-01-09T16:00:00Z,12.39,7.16,1.58,101819.73,0.7,0,295.84,0.25,B
2019-01-09T17:00:00Z,12.44,7.32,1.41,101834.58,0.71,0,311.99,0.44,B
2019-01-09T18:00:00Z,12.3,7.36,1.31,101849.87,0.72,0,306.66,0.42,B
2019-01-09T19:00:00Z,12.21,7.34,1.04,101873.68,0.72,0,331.14,0.83,B
2019-01-09T20:00:00Z,12.66,7.81,0.79,101901.65,0.72,28.57,312.25,0.76,C
2019-01-09T21:00:00Z,13.14,7.23,1.58,101973.88,0.67,159.26,331.75,0.92,A
2019-01-09T22:00:00Z,16.55,7.37,1.72,102023.92,0.55,336.54,321.1,0.98,A
2019-01-09T23:00:00Z,17.44,7.58,2.09,102014.28,0.52,491.22,322.9,0.95,A
2019-01-10T00:00:00Z,18.9,7.35,2.34,101973,0.47,730.68,321.67,0.98,B
2019-01-10T01:00:00Z,19.43,7.46,2.56,101939.88,0.46,899.59,321.19,1,A
2019-01-10T02:00:00Z,20.2,7.58,2.82,101915.85,0.44,949.46,323.03,1,C
2019-01-10T03:00:00Z,20.96,7.95,3.16,101864.77,0.43,826.96,328.27,1,C
2019-01-10T04:00:00Z,21.07,7.99,3.57,101801.18,0.43,789.2,342.64,0.83,C
2019-01-10T05:00:00Z,21.46,8.29,3.96,101761.74,0.43,879.75,325.5,0.53,A
2019-01-10T06:00:00Z,20.85,8.78,4.46,101703.85,0.46,794,316.73,0.65,C
2019-01-10T07:00:00Z,20.73,9.05,4.89,101690.14,0.47,586.16,319.09,0.79,C
2019-01-10T08:00:00Z,20.2,9.16,5.13,101733.99,0.49,355.68,325.59,0.82,A
2019-01-10T09:00:00Z,20.13,9.13,5.09,101814.83,0.49,162.23,320.06,0.23,A
2019-01-10T10:00:00Z,17.48,9.32,4.23,101846.73,0.59,23.25,313.73,0,B
2019-01-10T11:00:00Z,16.5,9.41,4.5,101870.46,0.63,0,306.98,0,A
2019-01-10T12:00:00Z,15.62,9.73,4.64,101874.1,0.68,0,303.22,0.16,B
2019-01-10T13:00:00Z,15.55,9.79,4.39,101829.85,0.69,0,302.16,0.29,B
2019-01-10T14:00:00Z,15.21,10.06,3.88,101786.47,0.71,0,307.17,0.62,C
2019-01-10T15:00:00Z,14.6,10.1,3.18,101709.09,0.74,0,317.16,0.66,B
2019-01-10T16:00:00Z,14.07,9.99,2.57,101650.57,0.76,0,304.16,0.55,A
2019-01-10T17:00:00Z,14.21,9.96,2.45,101593.64,0.76,0,308.05,0.48,A
2019-01-10T18:00:00Z,13.43,10,1.83,101592.11,0.8,0,297.44,0.3,B
2019-01-10T19:00:00Z,13.08,9.78,1.18,101621.29,0.8,0,295.8,0.13,C
2019-01-10T20:00:00Z,13.34,10.66,0.71,101651.66,0.84,34.45,292.98,0,B
2019-01-10T21:00:00Z,13.31,10.23,0.63,101679.38,0.82,203.96,291.67,0,A
2019-01-10T22:00:00Z,17.38,11.21,0.7,101657.32,0.67,419.32,297.06,0,A
2019-01-10T23:00:00Z,19.35,11.22,0.53,101588.97,0.59,628.34,303.32,0.03,C
2019-01-11T00:00:00Z,22.79,11.08,0.36,101548.16,0.48,813.22,311.46,0.05,B
2019-01-11T01:00:00Z,24.14,11.05,0.7,101486.02,0.44,960.87,320.49,0.02,B
2019-01-11T02:00:00Z,26.12,10.55,1.21,101419.56,0.38,1053.08,326.75,0,A
2019-01-11T03:00:00Z,28.27,9.51,1.63,101318.57,0.31,1082.49,330.8,0,A
2019-01-11T04:00:00Z,28.67,9.31,2.12,101237.73,0.3,1048.12,333.12,0,C
2019-01-11T05:00:00Z,29.3,8.37,2.55,101186.08,0.27,951.58,335.5,0,A
2019-01-11T06:00:00Z,29.3,8.53,2.79,101109.65,0.27,801.04,337.79,0,B
2019-01-11T07:00:00Z,29.61,7.6,3.16,101099.99,0.25,610.14,336.79,0,B
2019-01-11T08:00:00Z,28.94,7.6,3.4,101084.85,0.26,395.5,337.66,0.11,A
2019-01-11T09:00:00Z,28.78,8,3.21,101146.47,0.27,182.46,336.34,0.48,A
2019-01-11T10:00:00Z,24.82,9.16,2.92,101146.63,0.37,24.63,335.83,0.48,A
2019-01-11T11:00:00Z,22.55,10.25,2.85,101181.43,0.46,0,332.38,0.46,B
2019-01-11T12:00:00Z,21.27,11.08,2.7,101144.97,0.52,0,329.12,0.05,B
2019-01-11T13:00:00Z,20.47,11.46,3.2,101126.74,0.56,0,325.69,0,C
2019-01-11T14:00:00Z,20.27,11.17,3.54,101074.47,0.56,0,325.12,0,C
2019-01-11T15:00:00Z,20.36,9.56,4.03,101009.22,0.5,0,325.54,0.11,A
2019-01-11T16:00:00Z,21.13,8.14,4.37,100975.86,0.43,0,326.13,0.19,C
2019-01-11T17:00:00Z,22.06,11.15,4.43,100987.05,0.5,0,343.42,0.42,C
2019-01-11T18:00:00Z,22.11,15.18,3,101067.94,0.65,0,347.24,0.48,A
2019-01-11T19:00:00Z,22.17,16.64,2.44,101213.23,0.71,0,341.06,0.63,C
2019-01-11T20:00:00Z,22.15,16.65,2.36,101312.78,0.71,23.83,355.69,0.85,A
2019-01-11T21:00:00Z,21.91,14.32,2.98,101460,0.62,171.68,344.12,0.82,B
2019-01-11T22:00:00Z,23.81,10.29,2.8,101548.14,0.42,379.14,352.51,0.8,C
2019-01-11T23:00:00Z,24.17,11.78,3.93,101582.89,0.46,588.32,354.53,0.75,B
2019-01-12T00:00:00Z,24.47,12.65,4.63,101598.63,0.48,770.79,359.5,0.88,B
2019-01-12T01:00:00Z,24.42,13.16,4.86,101644.86,0.49,910.54,362.94,0.84,C
2019-01-12T02:00:00Z,24.22,13.42,5.07,101628.89,0.51,953.5,365.31,0.86,B
2019-01-12T03:00:00Z,24.06,13.06,5.66,101588.55,0.5,987.9,359.47,0.85,C
2019-01-12T04:00:00Z,24.08,12.63,6.38,101620.76,0.49,931.16,355.4,0.8,A
2019-01-12T05:00:00Z,23.63,12.2,6.91,101694.05,0.49,860.08,356.17,0.67,B
2019-01-12T06:00:00Z,22.01,10.16,6.92,101735.14,0.47,752.67,344.91,0.79,B
2019-01-12T07:00:00Z,21.98,9.46,6.43,101803.52,0.45,557.44,342.75,0.72,A
2019-01-12T08:00:00Z,20.71,9.09,6.27,101881.23,0.47,328.79,337.74,0.17,B
2019-01-12T09:00:00Z,20.83,8.82,5.96,101985.71,0.46,168.12,330.16,0,B
2019-01-12T10:00:00Z,18.03,9.46,4.99,102031.58,0.57,22.92,321.54,0.01,C
2019-01-12T11:00:00Z,17.25,9.55,4.88,102117.38,0.61,0,316.45,0.07,B
2019-01-12T12:00:00Z,15.99,9.57,4.85,102141.83,0.66,0,310.59,0.02,A
2019-01-12T13:00:00Z,15.94,9.88,4.58,102131.21,0.67,0,306.73,0,A
2019-01-12T14:00:00Z,15.47,10.31,4.73,102125.16,0.71,0,304.12,0,C
2019-01-12T15:00:00Z,14.7,10.49,5.24,102110.77,0.76,0,302.93,0.04,C
2019-01-12T16:00:00Z,14.64,10.75,5.19,102034.2,0.77,0,302.62,0.16,B
2019-01-12T17:00:00Z,14.37,10.95,4.81,101972.16,0.8,0,302.1,0.02,A
2019-01-12T18:00:00Z,14.06,11.21,4.75,101972.73,0.83,0,301.18,0.02,B
2019-01-12T19:00:00Z,14.11,11.33,4.77,101965.4,0.83,0,305.51,0.15,A
