timestamp,temp,dewpoint_temp,wind_speed,mean_sea_level_pressure,relative_humidity,surface_solar_radiation,surface_thermal_radiation,total_cloud_cover,temp_station
2016-01-01T21:00:00Z,16.92,13.4,3.01,101600.86,0.8,116.62,371.96,0.77,C
2016-01-01T22:00:00Z,18.3,13.47,2.85,101630.15,0.73,229.19,361.75,0.85,C
2016-01-01T23:00:00Z,19.51,13.72,3.39,101598.73,0.69,374.99,381.04,0.82,A
2016-01-02T00:00:00Z,21.82,14.15,3.98,101521.97,0.62,623.52,375.97,0.82,B
2016-01-02T01:00:00Z,23.41,14.54,4.07,101460.61,0.57,790.33,375.72,0.68,A
2016-01-02T02:00:00Z,24.37,14.97,4.5,101391.25,0.56,813.68,379.79,0.48,B
2016-01-02T03:00:00Z,25.12,14.86,5.19,101323.35,0.53,779.4,376.74,0.46,A
2016-01-02T04:00:00Z,25.24,15.27,5.8,101238.69,0.54,770.03,380.66,0.54,B
2016-01-02T05:00:00Z,25.22,15.41,6.27,101182.73,0.55,603.11,400.34,0.73,A
2016-01-02T06:00:00Z,23.43,15.34,7.28,101154.68,0.6,446.56,390.11,0.88,A
2016-01-02T07:00:00Z,23.3,15.3,7.58,101201.44,0.61,425.35,389.55,0.99,A
2016-01-02T08:00:00Z,22.3,14.67,7.2,101303.54,0.62,208.23,384.15,0.96,A
2016-01-02T09:00:00Z,21.73,14.29,7.13,101419.49,0.63,92.26,380.96,0.7,C
2016-01-02T10:00:00Z,19.46,13.76,6.31,101484.24,0.7,16.99,366.95,0.65,A
2016-01-02T11:00:00Z,18.68,13.73,6.15,101534.48,0.73,0,344.32,0.53,C
2016-01-02T12:00:00Z,17.8,13.66,5.94,101541.43,0.77,0,343.08,0.58,C
2016-01-02T13:00:00Z,17.59,13.68,6.09,101559.13,0.78,0,333.49,0.43,C
2016-01-02T14:00:00Z,17.46,13.66,6.29,101556.27,0.78,0,330.33,0.58,C
2016-01-02T15:00:00Z,17.11,13.49,6.31,101546.37,0.79,0,335.66,0.66,B
2016-01-02T16:00:00Z,17.11,13.47,6.54,101516.31,0.79,0,338.78,0.56,B
2016-01-02T17:00:00Z,17.03,13.38,6.48,101504.76,0.79,0,342.35,0.61,A
2016-01-02T18:00:00Z,16.8,13.21,6.21,101543.19,0.79,0,342.78,0.81,A
2016-01-02T19:00:00Z,16.71,13.22,6.1,101583.11,0.8,0,336.83,0.73,C
2016-01-02T20:00:00Z,17.23,13.3,6.21,101632.21,0.78,36.31,345.61,0.63,C
2016-01-02T21:00:00Z,17.51,13.29,6.89,101665.62,0.76,161.6,349.83,0.63,A
2016-01-02T22:00:00Z,19.72,13.24,6.48,101707.83,0.66,305.44,344.64,0.5,A
2016-01-02T23:00:00Z,20.92,13.17,6.45,101683.8,0.61,500.41,349.41,0.5,C
2016-01-03T00:00:00Z,22.71,13.13,6.06,101645.32,0.55,647.42,369.69,0.63,A
2016-01-03T01:00:00Z,23.77,12.82,5.68,101619.73,0.5,743.24,370.12,0.68,A
2016-01-03T02:00:00Z,24.06,12.9,5.68,101595.83,0.5,694.12,375.78,0.69,C
2016-01-03T03:00:00Z,24.19,12.89,5.87,101563.75,0.49,729.64,376.61,0.73,B
2016-01-03T04:00:00Z,24,13.09,6.13,101475.51,0.5,638.25,383.87,0.85,C
2016-01-03T05:00:00Z,23.26,13.33,6.88,101479.77,0.54,613.85,375.41,0.97,A
2016-01-03T06:00:00Z,21.8,13.01,6.62,101512.79,0.57,494.66,370.34,1,A
2016-01-03T07:00:00Z,21,12.97,6.33,101537.03,0.6,312.44,371.46,0.98,B
2016-01-03T08:00:00Z,20.29,12.79,6.48,101582.36,0.62,194.54,364.8,0.93,A
2016-01-03T09:00:00Z,19.87,12.86,6.23,101652.67,0.64,108.35,360.33,0.93,C
2016-01-03T10:00:00Z,18.85,13.4,5.6,101687.15,0.71,16.22,356.18,0.97,A
2016-01-03T11:00:00Z,18.41,13.48,5.43,101762.25,0.73,0,349.65,1,A
2016-01-03T12:00:00Z,17.94,13.62,5.07,101768.43,0.76,0,364.8,1,C
2016-01-03T13:00:00Z,17.89,13.68,5.12,101784.2,0.76,0,361.38,1,C
2016-01-03T14:00:00Z,17.68,13.74,4.92,101789,0.78,0,356.87,0.99,A
2016-01-03T15:00:00Z,17.26,13.87,4.74,101759.98,0.8,0,345.34,1,C
2016-01-03T16:00:00Z,17.19,13.88,4.59,101722.35,0.81,0,342.3,0.98,C
2016-01-03T17:00:00Z,17.09,13.94,4.28,101709.29,0.82,0,339.99,0.98,A
2016-01-03T18:00:00Z,16.88,13.95,4.07,101729.5,0.83,0,342.52,0.93,C
2016-01-03T19:00:00Z,16.66,14.02,4.03,101784.62,0.84,0,347.65,0.89,B
2016-01-03T20:00:00Z,16.92,14.05,4.14,101852.18,0.83,28.9,353.61,0.81,B
2016-01-03T21:00:00Z,16.99,14.08,4.16,101900.58,0.83,122.6,344.32,0.86,C
2016-01-03T22:00:00Z,17.91,14.62,4.25,101948.76,0.81,205.76,357.47,0.85,A
2016-01-03T23:00:00Z,18.5,14.76,4.54,101976.22,0.79,333.85,362.38,0.9,B
2016-01-04T00:00:00Z,19.57,14.68,4.82,101945.59,0.73,450.2,365.73,0.88,C
2016-01-04T01:00:00Z,20.04,14.59,4.6,101941.01,0.71,471.02,379.77,0.89,A
2016-01-04T02:00:00Z,20.48,14.42,4.75,101906.77,0.68,367.32,380.23,0.75,C
2016-01-04T03:00:00Z,21.82,14.05,5.75,101841.8,0.61,675.8,370.15,0.6,A
2016-01-04T04:00:00Z,22.06,13.74,6.1,101780.11,0.59,582.28,385.83,0.36,A
2016-01-04T05:00:00Z,22.03,13.63,6.26,101729.08,0.59,371.44,385.38,0.62,A
2016-01-04T06:00:00Z,21.54,13.53,5.78,101715.88,0.6,318.04,387.44,0.85,C
2016-01-04T07:00:00Z,21.41,13.14,5.65,101692.25,0.59,281.57,376.08,0.73,B
2016-01-04T08:00:00Z,20.81,12.73,5.75,101720.77,0.6,257.95,361.81,0.75,A
2016-01-04T09:00:00Z,20.39,12.67,5.65,101804.54,0.61,125.2,350.43,0.75,B
2016-01-04T10:00:00Z,18.64,12.31,5.23,101824.92,0.67,18.29,348.22,0.83,C
2016-01-04T11:00:00Z,17.86,12.17,5.49,101876.7,0.69,0,342.99,0.78,B
2016-01-04T12:00:00Z,17.18,12.34,5.63,101854.91,0.73,0,337.31,0.55,B
2016-01-04T13:00:00Z,17.05,12.44,5.34,101861.93,0.74,0,330.99,0.63,B
2016-01-04T14:00:00Z,16.86,12.41,4.79,101803.79,0.75,0,330.92,0.78,A
2016-01-04T15:00:00Z,16.58,12.42,4.52,101728.66,0.76,0,341.61,0.87,B
2016-01-04T16:00:00Z,16.35,12.64,4.03,101673.28,0.79,0,336.16,0.88,A
2016-01-04T17:00:00Z,16.07,12.88,3.48,101635.52,0.81,0,332.88,0.91,C
2016-01-04T18:00:00Z,15.9,13.19,3.18,101630.21,0.84,0,341.6,0.75,B
2016-01-04T19:00:00Z,16.12,13.24,2.78,101642.63,0.83,0,356.75,0.48,A
2016-01-04T20:00:00Z,16.5,13.4,2.44,101699.92,0.82,32.15,345.51,0.42,C
2016-01-04T21:00:00Z,16.87,13.22,2.21,101715.99,0.79,164.56,343.11,0.4,B
2016-01-04T22:00:00Z,19,13.49,1.86,101755.67,0.7,268.23,346.35,0.49,B
2016-01-04T23:00:00Z,20.15,13.43,1.43,101733.76,0.65,504.53,350.41,0.6,B
2016-01-05T00:00:00Z,21.92,13.31,1,101664.98,0.58,567.53,359.41,0.44,C
2016-01-05T01:00:00Z,22.84,12.91,0.61,101628.58,0.54,794.21,368.76,0.58,C
2016-01-05T02:00:00Z,23.99,13.12,0.46,101547.52,0.51,976.15,359.38,0.4,B
2016-01-05T03:00:00Z,24.48,13.69,0.54,101489.08,0.51,1024.32,362.41,0.56,C
2016-01-05T04:00:00Z,24.48,13.94,1.09,101426.75,0.52,877.36,375.42,0.6,C
2016-01-05T05:00:00Z,24.4,14.42,1.61,101373.82,0.54,697.6,382.44,0.59,B
2016-01-05T06:00:00Z,23.18,14.97,1.85,101324.42,0.6,551.32,379.33,0.61,C
2016-01-05T07:00:00Z,22.19,15.57,2.38,101385.93,0.66,357.24,362.79,0.76,B
2016-01-05T08:00:00Z,22.18,16.01,3.12,101391.97,0.68,229.26,373.2,0.76,B
2016-01-05T09:00:00Z,22.42,15.9,2.32,101468.2,0.67,131.04,359.1,0.71,C
2016-01-05T10:00:00Z,20.6,15.7,2.36,101484.57,0.73,17.19,355.9,0.46,C
2016-01-05T11:00:00Z,19.7,15.86,2.78,101519.39,0.79,0,346.59,0.22,A
2016-01-05T12:00:00Z,18.73,15.95,2.7,101543.57,0.84,0,349.65,0.09,A
2016-01-05T13:00:00Z,18.13,15.97,2.6,101537.78,0.87,0,334.72,0.07,C
2016-01-05T14:00:00Z,17.27,15.65,2.84,101524.73,0.9,0,331.87,0.05,A
2016-01-05T15:00:00Z,16.53,15.47,2.85,101526.15,0.93,0,327.97,0.07,A
2016-01-05T16:00:00Z,16.33,15.33,2.74,101520.02,0.94,0,323.03,0.24,A
2016-01-05T17:00:00Z,16.38,15.45,2.74,101509.49,0.94,0,324.02,0.67,A
2016-01-05T18:00:00Z,16.77,15.73,2.7,101536.93,0.94,0,350.9,0.73,B
2016-01-05T19:00:00Z,16.72,15.69,2.85,101580.54,0.94,0,364.99,0.84,B
2016-01-05T20:00:00Z,16.95,15.78,3.21,101646.94,0.93,24.61,369.73,0.93,B
2016-01-05T21:00:00Z,17.11,15.63,4.07,101679.65,0.91,102.01,383.42,0.95,C
2016-01-05T22:00:00Z,19.15,15.46,3.87,101748.63,0.79,244.69,380.34,0.62,A
2016-01-05T23:00:00Z,20.15,15.35,4.32,101762.3,0.74,373.52,368.86,0.38,B
2016-01-06T00:00:00Z,21.72,15.02,4.79,101730.3,0.66,581.11,376.55,0.38,B
2016-01-06T01:00:00Z,23.11,15.1,4.86,101715.98,0.61,707.62,367.93,0.47,A
2016-01-06T02:00:00Z,23.81,15.25,5.02,101683.61,0.59,898.34,359.64,0.41,A
2016-01-06T03:00:00Z,24.29,15.32,5.22,101671.94,0.57,788.02,366.46,0.42,A
2016-01-06T04:00:00Z,23.94,14.73,5.48,101651.87,0.56,771.77,364.87,0.52,B
2016-01-06T05:00:00Z,24.13,14.18,5.96,101643.43,0.54,593.54,379.69,0.44,A
2016-01-06T06:00:00Z,23.22,13.75,6.36,101641.17,0.55,490.53,376.2,0.48,A
2016-01-06T07:00:00Z,23.33,13.83,6.54,101648.42,0.55,370.12,370.67,0.6,C
2016-01-06T08:00:00Z,22.68,13.78,6.18,101714.26,0.57,253.39,367.06,0.35,C
2016-01-06T09:00:00Z,22.51,13.85,5.52,101765.32,0.58,144.5,369.06,0.24,A
2016-01-06T10:00:00Z,20.55,13.8,5.04,101831.9,0.65,20.73,347.4,0.18,B
2016-01-06T11:00:00Z,19.6,13.81,4.9,101918.46,0.69,0,333.96,0.07,A
2016-01-06T12:00:00Z,18.17,13.61,4.75,101958.04,0.75,0,326.52,0.05,B
2016-01-06T13:00:00Z,17.79,13.72,4.43,101999.62,0.77,0,317.18,0.02,C
2016-01-06T14:00:00Z,17.21,13.78,4.15,102001.94,0.8,0,317.62,0,B
2016-01-06T15:00:00Z,16,13.59,3.73,101961.7,0.86,0,309.99,0.02,B
2016-01-06T16:00:00Z,15.76,13.68,3.32,101921.46,0.87,0,308.21,0.02,C
2016-01-06T17:00:00Z,15.33,13.69,3.21,101881.12,0.9,0,306.15,0.03,B
2016-01-06T18:00:00Z,14.81,13.52,3.05,101915.68,0.92,0,308.53,0.06,C
2016-01-06T19:00:00Z,14.84,13.63,2.92,101931.31,0.92,0,318.16,0.33,C
2016-01-06T20:00:00Z,15.5,14.17,3.16,102006.84,0.92,30.12,346.51,0.32,A
2016-01-06T21:00:00Z,15.85,14.02,3.2,102026.74,0.89,161.44,352.83,0.5,A
2016-01-06T22:00:00Z,18.73,14.68,3.14,102087.58,0.77,343.26,345.34,0.28,A
2016-01-06T23:00:00Z,19.65,13.45,3.91,102101,0.67,557.2,337.23,0.46,C
2016-01-07T00:00:00Z,20.98,13.17,4.54,102080.8,0.61,739.13,349.53,0.67,A
2016-01-07T01:00:00Z,21.17,13,5.53,102087.89,0.6,717.38,361.76,0.72,C
2016-01-07T02:00:00Z,20.81,12.71,6.04,102085.45,0.6,746.43,367.27,0.64,A
2016-01-07T03:00:00Z,21.19,12.13,6,102065.27,0.56,809.64,354.85,0.28,A
2016-01-07T04:00:00Z,21.36,11.69,6.15,102048.92,0.54,968.45,333.34,0.06,A
2016-01-07T05:00:00Z,21.11,11.14,6.22,102034.02,0.53,903.94,323.48,0.19,A
2016-01-07T06:00:00Z,20,10.9,6.49,102035.43,0.56,767.79,321.15,0.3,B
2016-01-07T07:00:00Z,19.81,10.89,6.4,102030.46,0.56,585.65,319.06,0.04,A
2016-01-07T08:00:00Z,18.76,10.64,5.98,102073.25,0.59,389.37,309.07,0.3,B
2016-01-07T09:00:00Z,18.59,10.51,5.81,102140.1,0.59,179.26,304.96,0.57,A
2016-01-07T10:00:00Z,15.88,10.05,5.05,102190.1,0.68,24.59,300.66,0.61,C
2016-01-07T11:00:00Z,15.38,9.78,4.73,102254.35,0.69,0,303.47,0.85,C
2016-01-07T12:00:00Z,14.86,9.65,4.61,102303.6,0.71,0,314.18,0.92,B
2016-01-07T13:00:00Z,15.06,9.57,4.34,102285.3,0.7,0,339.32,0.95,A
2016-01-07T14:00:00Z,15.07,9.66,4.05,102262.15,0.7,0,340.68,1,B
2016-01-07T15:00:00Z,14.97,9.69,4.02,102205.74,0.71,0,366.1,0.99,B
2016-01-07T16:00:00Z,15.11,9.87,4.12,102185.67,0.71,0,369.54,1,B
2016-01-07T17:00:00Z,15.21,10.02,4.12,102167.79,0.71,0,368.78,1,A
2016-01-07T18:00:00Z,15.34,10.24,4.17,102169.34,0.72,0,370.61,1,A
2016-01-07T19:00:00Z,15.4,10.15,3.85,102208.67,0.71,0,369.27,1,B
2016-01-07T20:00:00Z,15.36,9.98,3.77,102237.21,0.7,18.04,364.63,0.99,A
2016-01-07T21:00:00Z,15.07,10.01,3.72,102273.64,0.72,88.55,357.44,0.98,A
2016-01-07T22:00:00Z,17.28,10.28,3.5,102324.7,0.63,241.96,370.45,0.92,C
2016-01-07T23:00:00Z,17.15,10.4,3.3,102362.53,0.64,391.5,358.74,0.91,A
2016-01-08T00:00:00Z,18.72,10.72,3.33,102327.47,0.6,647.54,346.57,0.68,A
2016-01-08T01:00:00Z,19.19,10.73,3.74,102317.56,0.58,829.58,336.41,0.5,B
2016-01-08T02:00:00Z,19.84,10.87,4.08,102263.12,0.56,986.53,347.02,0.69,B
2016-01-08T03:00:00Z,20.83,11.44,4.25,102217.28,0.55,1056.83,326.11,0.83,A
2016-01-08T04:00:00Z,20.75,11.47,4.61,102174.54,0.55,1023.29,326.77,0.84,B
2016-01-08T05:00:00Z,20.69,11.78,4.9,102140.78,0.57,900.43,324.65,0.87,B
2016-01-08T06:00:00Z,19.72,11.75,5.05,102121.59,0.6,736.97,332.31,0.81,B
2016-01-08T07:00:00Z,19.71,11.89,5.07,102105.68,0.61,584.03,325.71,0.76,A
2016-01-08T08:00:00Z,19.34,11.96,4.9,102160.05,0.62,374.47,323.29,0.54,C
2016-01-08T09:00:00Z,19.42,12.13,4.48,102200.89,0.63,171.49,323.56,0.4,A
2016-01-08T10:00:00Z,17.06,12.24,3.77,102238.33,0.73,23.09,322.2,0.28,A
2016-01-08T11:00:00Z,16.71,12.36,3.56,102298.2,0.75,0,328.09,0.47,B
2016-01-08T12:00:00Z,15.98,12.4,3.19,102303.79,0.79,0,336.24,0.51,A
2016-01-08T13:00:00Z,16.16,12.38,2.7,102281.09,0.78,0,339.08,0.5,B
2016-01-08T14:00:00Z,16.05,12.28,2.36,102238.78,0.78,0,353.13,0.51,A
2016-01-08T15:00:00Z,15.43,12.19,1.89,102144.99,0.81,0,347.21,0.47,C
2016-01-08T16:00:00Z,15.39,12.2,1.58,102080.22,0.81,0,343.36,0.51,C
2016-01-08T17:00:00Z,15.37,12.27,1.7,102031.35,0.82,0,346.6,0.49,C
2016-01-08T18:00:00Z,15.35,12.4,1.92,102015.39,0.83,0,350.24,0.38,A
2016-01-08T19:00:00Z,15.37,12.37,2.17,102050.26,0.82,0,332.7,0.73,A
2016-01-08T20:00:00Z,15.57,12.44,2.32,102101.37,0.82,25.83,356.11,0.78,A
2016-01-08T21:00:00Z,14.91,12.32,2.48,102128.18,0.85,127.93,366.31,0.96,C
2016-01-08T22:00:00Z,16.37,13.03,2.8,102171.14,0.81,197.31,376.79,0.95,B
2016-01-08T23:00:00Z,16.81,12.95,3.01,102183.82,0.78,391.17,378.16,0.9,A
2016-01-09T00:00:00Z,18.62,12.91,3.04,102148.22,0.69,562.3,373.47,0.89,A
2016-01-09T01:00:00Z,19.3,12.83,3.16,102150.63,0.66,756.28,354.57,0.85,C
2016-01-09T02:00:00Z,20.51,13.01,3.49,102107.34,0.62,978.81,356.2,0.16,A
2016-01-09T03:00:00Z,21.86,13.16,3.82,102057.45,0.58,1042.09,333.62,0,A
2016-01-09T04:00:00Z,21.94,12.94,4.25,101992.22,0.57,1029.34,330.55,0,A
2016-01-09T05:00:00Z,22.15,12.69,4.59,101949.39,0.55,934.53,328.48,0,C
2016-01-09T06:00:00Z,21.46,12.37,4.63,101903.95,0.56,788.63,325.69,0,B
2016-01-09T07:00:00Z,21.59,12.17,4.57,101891.18,0.55,601.77,322.02,0,A
2016-01-09T08:00:00Z,20.87,12.04,4.64,101906.63,0.57,391.65,317.1,0.02,C
2016-01-09T09:00:00Z,20.73,12.27,4.48,101986.69,0.58,181.63,311.85,0,A
2016-01-09T10:00:00Z,17.47,11.88,3.91,101989.6,0.7,25.01,306.67,0.09,B
2016-01-09T11:00:00Z,16.66,12.04,3.24,102032.71,0.74,0,302.31,0.34,C
2016-01-09T12:00:00Z,15.26,12.03,2.66,102050.31,0.81,0,299.71,0.54,C
2016-01-09T13:00:00Z,15.1,12.12,2.28,102034.55,0.82,0,297.72,0.29,C
2016-01-09T14:00:00Z,14.7,12.06,2.19,102003.04,0.84,0,296.46,0.19,B
2016-01-09T15:00:00Z,14.24,12.05,1.91,101955.35,0.87,0,296.33,0.23,B
2016-01-09T16:00:00Z,14.46,12.18,1.86,101896.14,0.86,0,315.6,0.34,A
2016-01-09T17:00:00Z,14.09,11.96,2.1,101861.79,0.87,0,310.41,0.57,A
2016-01-09T18:00:00Z,14.15,11.81,2.03,101844.94,0.86,0,332.67,0.62,C
2016-01-09T19:00:00Z,14.12,11.8,1.78,101857.28,0.86,0,352.65,0.65,B
2016-01-09T20:00:00Z,14.51,12.03,1.51,101851.05,0.85,26.97,332.62,0.54,B
2016-01-09T21:00:00Z,13.99,11.71,1.03,101826.2,0.86,175.52,321.33,0.44,B
2016-01-09T22:00:00Z,16.75,12.39,0.87,101801.57,0.75,380.09,317.89,0.06,C
2016-01-09T23:00:00Z,18.12,12.5,0.42,101746.97,0.7,616.82,311.12,0,A
2016-01-10T00:00:00Z,21.71,12.85,0.57,101671.38,0.57,809.74,316.5,0.02,A
2016-01-10T01:00:00Z,23.1,12.37,0.98,101626.38,0.51,953.48,324.36,0.22,A
2016-01-10T02:00:00Z,25.16,11.86,1.14,101535.68,0.43,1041.79,333.69,0.3,B
2016-01-10T03:00:00Z,27.87,11.31,1.52,101441.07,0.36,1069.85,340.9,0.41,C
2016-01-10T04:00:00Z,28.44,11.17,2.38,101338.4,0.34,1018.34,347.21,0.37,B
2016-01-10T05:00:00Z,29,11.1,3.15,101265.54,0.33,937.89,351.52,0,B
2016-01-10T06:00:00Z,28.87,11.32,3.64,101212.87,0.34,788.82,354.92,0.01,C
2016-01-10T07:00:00Z,29.26,10.63,4.04,101155.2,0.31,598.09,354.04,0.21,A
2016-01-10T08:00:00Z,27.97,10.92,4.23,101175.58,0.35,386.7,353.51,0.75,C
2016-01-10T09:00:00Z,27.75,11.34,4.02,101240.36,0.36,152.27,360.18,1,C
2016-01-10T10:00:00Z,23.39,13.65,3.1,101316.1,0.54,16.59,364.93,1,C
2016-01-10T11:00:00Z,22.68,14.35,2.03,101379.4,0.59,0,373.02,0.85,A
2016-01-10T12:00:00Z,21.12,14.65,1.23,101368.64,0.67,0,363.8,0.55,C
2016-01-10T13:00:00Z,20.87,14.51,1.1,101293.73,0.67,0,350.8,0.86,A
2016-01-10T14:00:00Z,21.38,13.95,3.28,101143.4,0.63,0,359.48,0.89,B
2016-01-10T15:00:00Z,20.48,12.56,2.6,101034.76,0.6,0,357.13,0.68,B
2016-01-10T16:00:00Z,20.06,12.46,0.96,101000.45,0.62,0,346.64,0.34,A
2016-01-10T17:00:00Z,18.56,12.97,0.98,100988.17,0.7,0,339.31,0.06,B
2016-01-10T18:00:00Z,17.74,12.84,0.53,100997.61,0.73,0,326.93,0.01,B
2016-01-10T19:00:00Z,17.54,13.13,1.15,101016.15,0.75,0,327.41,0.01,B
2016-01-10T20:00:00Z,18.89,13.63,1.93,101024.25,0.72,34.42,325.49,0.03,B
2016-01-10T21:00:00Z,19.41,12.82,2.24,101023.8,0.66,202.33,325.98,0.57,C
2016-01-10T22:00:00Z,25.98,11.64,2.3,101005.04,0.41,389.24,339.22,0.87,C
2016-01-10T23:00:00Z,28.22,10.75,2.62,100961,0.34,536.01,355.99,0.95,A
2016-01-11T00:00:00Z,31.25,10.08,3.47,100923.77,0.27,669.33,374.44,0.83,A
2016-01-11T01:00:00Z,31.87,10.2,3.6,100868.12,0.26,710.52,391.16,0.26,C
2016-01-11T02:00:00Z,32.25,9.95,3.7,100801.27,0.25,759.94,395.37,0.31,B
2016-01-11T03:00:00Z,32.08,10.53,4.01,100670.26,0.27,766.92,403.36,1,B
2016-01-11T04:00:00Z,32.48,10.35,6.29,100745.46,0.26,912.89,400.55,1,A
2016-01-11T05:00:00Z,32,10.72,4.93,100687.76,0.27,638.18,409.26,1,B
2016-01-11T06:00:00Z,29.92,13,4.82,100735.09,0.35,462.89,415.88,1,C
2016-01-11T07:00:00Z,28.21,13.36,5.84,100912.92,0.4,262.81,403.08,1,A
2016-01-11T08:00:00Z,25.76,14.08,5.07,101107.45,0.48,142.15,398.88,1,A
2016-01-11T09:00:00Z,24.38,14.91,2.5,101127.09,0.56,37.28,395.85,1,A
2016-01-11T10:00:00Z,20.35,14.73,3.14,101049.45,0.7,5.38,383.19,1,B
2016-01-11T11:00:00Z,20.02,15.12,2.49,100970.15,0.73,0,377.74,0.5,A
2016-01-11T12:00:00Z,18.88,15.21,4.31,101047.82,0.79,0,355.42,0.04,A
2016-01-11T13:00:00Z,18.5,15.38,4.56,101095.79,0.82,0,341.05,0.11,A
2016-01-11T14:00:00Z,17.99,15.32,3.82,101127.76,0.84,0,339.82,0.12,A
2016-01-11T15:00:00Z,16.81,14.79,2.76,101143.38,0.88,0,345.07,0.12,A
2016-01-11T16:00:00Z,16.56,14.66,2.07,101141.34,0.89,0,348.39,0.12,C
2016-01-11T17:00:00Z,16.36,14.54,1.96,101152.04,0.89,0,347.66,0.09,A
2016-01-11T18:00:00Z,16.04,14.47,2.57,101206.33,0.9,0,342.84,0.24,B
2016-01-11T19:00:00Z,16.01,14.47,2.92,101276.63,0.91,0,334.64,0.42,A
2016-01-11T20:00:00Z,16.49,14.75,3.14,101346.93,0.89,27.72,339.52,0.24,A
2016-01-11T21:00:00Z,16.44,14.5,3.36,101422.01,0.88,160.19,344.72,0.29,C
2016-01-11T22:00:00Z,18.84,14.12,3.63,101518.84,0.74,364.59,335.62,0.33,A
2016-01-11T23:00:00Z,19.64,13.53,3.67,101541.95,0.68,580.88,332,0.39,A
2016-01-12T00:00:00Z,21.87,13.48,3.21,101523.28,0.59,793.14,331.39,0.49,C
2016-01-12T01:00:00Z,23.26,13.62,2.97,101501.22,0.55,938.78,334.8,0.62,B
2016-01-12T02:00:00Z,24.37,13.7,3.21,101462.06,0.51,1028.15,339.46,0.56,C
2016-01-12T03:00:00Z,25.87,13.51,3.48,101432.33,0.46,1056.86,343.02,0.06,B
2016-01-12T04:00:00Z,26.18,13.53,3.71,101372.44,0.46,1020.01,346.96,0,B
2016-01-12T05:00:00Z,26.74,13.42,4.04,101342.66,0.44,929.07,347.36,0,A
2016-01-12T06:00:00Z,26.76,13.62,4.5,101281.4,0.44,784.83,347.45,0,B
2016-01-12T07:00:00Z,26.68,13.71,4.83,101282.51,0.45,597.15,347.75,0,B
2016-01-12T08:00:00Z,25.68,13.85,4.73,101303.96,0.48,387.06,345.48,0,B
2016-01-12T09:00:00Z,25.56,13.94,4.14,101358.3,0.49,177.95,341.86,0,C
2016-01-12T10:00:00Z,22.32,14.88,3.43,101388.52,0.63,24.06,337.71,0.01,C
2016-01-12T11:00:00Z,21.33,15.32,2.73,101425.52,0.69,0,334.78,0,C
2016-01-12T12:00:00Z,19.95,15.27,1.97,101413.06,0.74,0,333.07,0,A
2016-01-12T13:00:00Z,19.67,15.29,1.19,101382.15,0.76,0,330.02,0,A
2016-01-12T14:00:00Z,18.82,14.91,1.15,101339.05,0.78,0,327.32,0,C
2016-01-12T15:00:00Z,17.94,14.82,1.32,101259.42,0.82,0,325.45,0,B
2016-01-12T16:00:00Z,17.47,14.84,1.42,101221.76,0.85,0,324.66,0,C
2016-01-12T17:00:00Z,17.12,14.84,1.4,101160.46,0.86,0,325.05,0,B
2016-01-12T18:00:00Z,16.92,14.84,1.47,101177.9,0.88,0,326.63,0,C
