date,NSW,VIC,QLD,SA,TAS
2010-01-02T05:30:00Z,4731.875538391,3352.73338,3298.069782,897.886868,332.432862
2010-01-02T06:00:00Z,4965.494959906,3446.69195,3423.936528,906.790352,349.600144
2010-01-02T06:30:00Z,5299.875969687,3545.09632,3592.532334,940.608044,373.000844
2010-01-02T07:00:00Z,5661.840906656,3624.290476,3885.03673,977.850354,402.517098
2010-01-02T07:30:00Z,6047.434488344,3741.038762,4179.84016,998.295758,432.458958
2010-01-02T08:00:00Z,6457.430484422,3864.15595,4429.450476,1031.43207,463.666364
2010-01-02T08:30:00Z,6670.278305625,3936.716094,4639.340718,1064.31792,476.847958
2010-01-02T09:00:00Z,6898.187074828,4002.905688,4809.952912,1071.611366,477.27189
2010-01-02T09:30:00Z,6983.323208031,4047.888268,4888.28005,1085.383004,471.024356
2010-01-02T10:00:00Z,7108.524556672,4077.819314,4950.895834,1094.954806,468.110134
2010-01-02T10:30:00Z,7214.350225516,4100.203176,4989.151704,1108.573454,459.515624
2010-01-02T11:00:00Z,7277.634383297,4115.53939,5014.793492,1115.471502,460.292238
2010-01-02T11:30:00Z,7267.616615781,4109.933562,5067.999554,1139.488402,450.693574
2010-01-02T12:00:00Z,7164.364293203,4087.800818,5089.77464,1146.662062,440.537766
2010-01-02T12:30:00Z,7109.560393609,4082.78473,5106.142806,1143.634136,430.432652
2010-01-02T13:00:00Z,7134.370007453,4062.970092,5127.31007,1162.731274,425.690662
2010-01-02T13:30:00Z,7192.341820156,4053.853098,5125.139956,1172.669444,422.10082
2010-01-02T14:00:00Z,7283.468412562,4059.457152,5176.988582,1169.856682,418.972648
2010-01-02T14:30:00Z,7378.001574406,4065.649328,5202.990846,1170.556802,416.539054
2010-01-02T15:00:00Z,7473.515933453,4096.323892,5214.0055840000005,1175.319196,418.595124
2010-01-02T15:30:00Z,7594.022907156,4141.009462,5206.43122,1174.819056,430.037012
2010-01-02T16:00:00Z,7564.503168766,4149.53187,5233.860544,1184.624826,442.26278
2010-01-02T16:30:00Z,7501.5885445,4169.881772,5258.241034,1185.043196,455.854614
2010-01-02T17:00:00Z,7401.809143125,4153.200514,5238.76594,1187.73888,459.804204
2010-01-02T17:30:00Z,7314.537989156,4096.109024,5181.788322,1192.916918,461.618626
2010-01-02T18:00:00Z,7134.329592125,4020.804436,5078.890232,1174.502228,456.39694
2010-01-02T18:30:00Z,6951.356219484,3970.843878,5134.519384,1156.145706,453.124236
2010-01-02T19:00:00Z,6883.918408094,3927.09974,5217.533382,1135.493008,446.039132
2010-01-02T19:30:00Z,6945.883651172,3959.02022,5243.835532,1116.603022,448.918148
2010-01-02T20:00:00Z,6837.900812047,4038.848862,5135.901198,1125.161032,468.598186
2010-01-02T20:30:00Z,6620.921819547,4011.385786,5065.38978,1134.348954,465.62973
2010-01-02T21:00:00Z,6560.408069391,3923.43666,5064.885366,1115.527128,451.867284
2010-01-02T21:30:00Z,6425.182529219,3803.27607,4813.522178,1091.566922,426.896492
2010-01-02T22:00:00Z,6259.050994125,3701.92704,4658.709164,1060.556226,402.495448
2010-01-02T22:30:00Z,6012.651160953,3647.716432,4535.438702,1057.807806,381.486654
2010-01-02T23:00:00Z,5733.2846585,3821.79769,4436.805424,1043.059888,361.690684
2010-01-02T23:30:00Z,5480.121184594,3716.51095,4247.768502,1206.146186,347.064694
2010-01-03T00:00:00Z,5283.363393187,3540.54475,3995.014456,1168.484144,331.605152
2010-01-03T00:30:00Z,5043.166247781,3421.473902,3808.418974,1121.452574,326.107916
2010-01-03T01:00:00Z,4747.32965,3700.337006,3654.547016,1021.778616,320.401118
2010-01-03T01:30:00Z,4533.517384344,3561.99096,3536.437098,939.56805,317.075126
2010-01-03T02:00:00Z,4400.239044953,3412.646192,3447.117794,888.446324,314.528692
2010-01-03T02:30:00Z,4311.434577469,3308.4564,3383.318544,858.28361399999994,310.178248
2010-01-03T03:00:00Z,4267.9465075,3221.318494,3341.584568,841.90949,308.02086
2010-01-03T03:30:00Z,4267.542047344,3157.042762,3329.78778,830.061394,308.88786
2010-01-03T04:00:00Z,4286.719354422,3141.24358,3313.200832,821.55288,311.499582
2010-01-03T04:30:00Z,4314.376084422,3152.625784,3317.385938,820.86399,308.91818
2010-01-03T05:00:00Z,4369.834456109,3165.632376,3307.654408,824.383672,317.691784
2010-01-03T05:30:00Z,4488.447182984,3178.53237,3355.6034,824.415218,328.862458
2010-01-03T06:00:00Z,4682.002051203,3283.886156,3508.009738,826.5812,350.312124
2010-01-03T06:30:00Z,4924.606612172,3379.650048,3684.974234,859.676722,381.622104
2010-01-03T07:00:00Z,5237.407933156,3395.0032419999998,3937.992374,890.853052,407.009772
2010-01-03T07:30:00Z,5533.423458594,3504.563964,4196.62427,904.610794,433.497222
2010-01-03T08:00:00Z,5815.829391187,3646.33842,4455.736602,935.71591,455.953536
2010-01-03T08:30:00Z,6045.109096812,3762.247244,4722.733046,965.673994,470.972182
2010-01-03T09:00:00Z,6235.459428141,3843.67441,4934.561676,992.445908,478.84432
2010-01-03T09:30:00Z,6315.332541562,3895.409068,5095.029576,1023.04859,478.207606
2010-01-03T10:00:00Z,6366.109083672,3932.713066,5229.210378,1048.130948,472.626914
2010-01-03T10:30:00Z,6400.802367891,3948.681732,5302.53295,1065.530224,465.696856
2010-01-03T11:00:00Z,6393.049295125,3975.524436,5361.638996,1081.949044,455.828964
2010-01-03T11:30:00Z,6365.631589,3972.890566,5385.228358,1100.057438,444.107474
2010-01-03T12:00:00Z,6337.846229125,3961.339758,5323.064168,1107.854576,431.82945
2010-01-03T12:30:00Z,6273.566673125,3945.859454,5266.567018,1112.47306,421.379226
2010-01-03T13:00:00Z,6220.785365937,3965.601284,5201.069756,1114.888544,409.232114
2010-01-03T13:30:00Z,6199.594486719,3971.064196,5167.209434,1128.315394,405.29062
2010-01-03T14:00:00Z,6191.449007609,3970.090866,5149.054442,1123.815422,410.168154
2010-01-03T14:30:00Z,6192.319806562,3984.822474,5109.239046,1132.777494,411.505922
2010-01-03T15:00:00Z,6197.523730937,4021.893938,5087.940362,1134.412792,414.755544
2010-01-03T15:30:00Z,6235.989680859,4060.802746,5046.265774,1149.184304,427.149026
2010-01-03T16:00:00Z,6220.456784,4084.247934,5029.686342,1164.442736,445.826294
2010-01-03T16:30:00Z,6288.209674516,4125.598556,5035.17335,1173.944436,462.909232
2010-01-03T17:00:00Z,6304.587105141,4152.93002,5074.744878,1181.465834,471.281276
2010-01-03T17:30:00Z,6300.87204575,4111.355864,5143.875416,1191.252484,472.596892
2010-01-03T18:00:00Z,6236.941846859,4058.70306,5080.894422,1180.383238,471.897144
2010-01-03T18:30:00Z,6164.341994422,4003.555752,5123.102068,1159.621944,468.091338
2010-01-03T19:00:00Z,6177.359662078,3965.502904,5109.715268,1142.381066,473.32013
2010-01-03T19:30:00Z,6226.746736406,4002.197308,5067.611036,1132.923942,480.62949
2010-01-03T20:00:00Z,6102.888379094,4114.323886,4983.664406,1147.855958,489.796218
2010-01-03T20:30:00Z,5880.509732969,4087.280428,4903.259004,1162.490328,481.434942
2010-01-03T21:00:00Z,5836.198357672,3978.44964,4853.592046,1144.23631,459.803052
2010-01-03T21:30:00Z,5750.390386656,3830.077552,4609.402252,1114.61737,433.408828
2010-01-03T22:00:00Z,5655.484952594,3724.732484,4430.448388,1078.562018,403.157258
2010-01-03T22:30:00Z,5455.969859844,3639.803264,4305.128092,1063.38951,377.416258
2010-01-03T23:00:00Z,5254.796566766,3817.52934,4228.307342,1046.399748,358.511406
2010-01-03T23:30:00Z,5114.452250078,3726.157598,4073.831884,1207.985556,345.319982
2010-01-04T00:00:00Z,4997.125551906,3570.968818,3835.039468,1177.092118,336.79606
2010-01-04T00:30:00Z,4825.194993609,3495.45178,3693.125508,1128.25085,331.414686
2010-01-04T01:00:00Z,4582.634630297,3784.656834,3555.849472,1036.487104,325.922542
2010-01-04T01:30:00Z,4388.159540062,3685.30773,3440.923502,967.13267,321.465822
2010-01-04T02:00:00Z,4290.995901719,3538.839528,3390.964676,915.56674,320.409176
2010-01-04T02:30:00Z,4252.014484719,3418.868712,3315.170194,887.286192,319.79215
2010-01-04T03:00:00Z,4243.773219625,3353.318028,3292.426724,868.105628,321.464834
2010-01-04T03:30:00Z,4304.627387687,3294.61347,3284.734488,870.014104,326.944632
2010-01-04T04:00:00Z,4457.105946406,3367.554356,3298.953474,871.158032,332.352282
2010-01-04T04:30:00Z,4650.686517047,3462.901974,3371.946882,893.707,343.692774
2010-01-04T05:00:00Z,5021.266134859,3570.041204,3500.600578,919.883012,372.687622
2010-01-04T05:30:00Z,5412.9730847500005,3752.04012,3670.412816,955.028732,412.504716
2010-01-04T06:00:00Z,5762.867740844,4051.079286,3998.224972,1007.287572,451.563202
2010-01-04T06:30:00Z,6164.171633562,4287.762258,4365.570434,1089.645752,489.979168
2010-01-04T07:00:00Z,6493.75361725,4342.019176,4702.873726,1169.860054,507.894432
2010-01-04T07:30:00Z,6829.836387125,4469.643794,5002.281438,1203.217182,515.659278
2010-01-04T08:00:00Z,7169.374892531,4612.049488,5240.933562,1257.30905,523.902872
2010-01-04T08:30:00Z,7337.026990562,4688.007796,5456.989988,1318.891896,523.365112
2010-01-04T09:00:00Z,7430.78883175,4751.285674,5552.920206,1349.90203,517.431918
2010-01-04T09:30:00Z,7516.375531531,4812.511454,5607.917836,1377.406788,520.062184
2010-01-04T10:00:00Z,7537.325596187,4877.76077,5644.844848,1410.876088,513.977194
2010-01-04T10:30:00Z,7582.764661812,4943.672834,5653.448116,1439.902926,514.11357
2010-01-04T11:00:00Z,7595.076300031,5001.218706,5640.608722,1471.681734,508.666
2010-01-04T11:30:00Z,7556.416282531,5044.700126,5657.779196,1502.325242,500.490726
2010-01-04T12:00:00Z,7539.348294844,5079.063126,5666.971876,1530.693688,493.079756
2010-01-04T12:30:00Z,7512.934640937,5124.064708,5660.176938,1561.459644,489.267338
2010-01-04T13:00:00Z,7495.871569469,5166.20733,5672.523148,1588.488164,485.358862
2010-01-04T13:30:00Z,7498.099926219,5205.591732,5673.917322,1620.665708,482.595332
2010-01-04T14:00:00Z,7493.558685406,5255.218282,5649.064524,1636.911174,504.661638
2010-01-04T14:30:00Z,7525.251190625,5300.391024,5621.544146,1664.181546,502.102898
2010-01-04T15:00:00Z,7555.043714187,5375.223422,5611.570038,1688.481594,493.14264
2010-01-04T15:30:00Z,7585.005993437,5441.59696,5600.23979,1714.387492,497.398178
2010-01-04T16:00:00Z,7562.049176344,5454.749474,5587.847814,1733.904528,508.079426
2010-01-04T16:30:00Z,7488.648251844,5417.390374,5604.925096,1742.835284,519.549196
2010-01-04T17:00:00Z,7294.701656094,5257.38839,5533.091098,1721.741472,515.90195
2010-01-04T17:30:00Z,7164.900742875,5123.361816,5450.900652,1677.992812,508.944142
2010-01-04T18:00:00Z,6965.109060469,4928.588476,5276.37285,1637.105414,502.48319
2010-01-04T18:30:00Z,6819.321046812,4768.680526,5270.244494,1574.070854,500.588102
2010-01-04T19:00:00Z,6813.113717562,4615.694386,5273.171872,1507.367664,498.52728
2010-01-04T19:30:00Z,6827.993360875,4556.94717,5191.706296,1448.166664,500.862968
2010-01-04T20:00:00Z,6675.704843156,4597.268784,5053.996134,1430.620006,512.237908
2010-01-04T20:30:00Z,6442.145935156,4541.62143,4943.019714,1425.775234,507.384986
2010-01-04T21:00:00Z,6449.7360055,4373.288978,4934.634132,1381.649242,487.98338
2010-01-04T21:30:00Z,6331.029340375,4180.618302,4666.229308,1312.588886,460.026828
2010-01-04T22:00:00Z,6258.478049687,4036.936508,4475.226594,1251.790106,432.537336
2010-01-04T22:30:00Z,6133.353904094,3933.807736,4361.846596,1217.434846,403.181372
2010-01-04T23:00:00Z,5947.273850031,4161.19521,4273.307054,1182.600152,382.47494
2010-01-04T23:30:00Z,5763.638250531,4038.740266,4104.750394,1317.4713,367.220058
2010-01-05T00:00:00Z,5563.374172562,3842.199936,3842.75988,1266.822388,358.352566
2010-01-05T00:30:00Z,5341.0122385,3719.72921,3676.738556,1214.293116,350.581428
2010-01-05T01:00:00Z,5032.192890812,4018.823228,3513.875232,1118.213762,346.686498
2010-01-05T01:30:00Z,4751.814056687,3936.664544,3381.708772,1048.0222,342.412104
2010-01-05T02:00:00Z,4554.505657719,3735.25693,3300.799764,1000.01476,342.1026
2010-01-05T02:30:00Z,4458.937064875,3600.320512,3243.66378,974.010552,338.588478
2010-01-05T03:00:00Z,4448.420151094,3535.460804,3219.545526,963.41975,337.16757
2010-01-05T03:30:00Z,4470.227279156,3503.252936,3227.60848,960.81253,340.17206
2010-01-05T04:00:00Z,4631.483299781,3558.094532,3251.641502,962.047852,346.142034
2010-01-05T04:30:00Z,4777.992954344,3666.730898,3295.361722,981.502058,355.153272
2010-01-05T05:00:00Z,5118.14514425,3761.142548,3429.273686,1009.333174,381.123488
2010-01-05T05:30:00Z,5500.344601875,3938.70552,3599.02748,1046.056226,417.516656
2010-01-05T06:00:00Z,5887.257386187,4268.428582,3868.936134,1095.235288,460.684236
2010-01-05T06:30:00Z,6317.060571625,4507.774454,4211.92986,1175.202076,504.242512
2010-01-05T07:00:00Z,6746.384178437,4591.376064,4586.26244,1257.99265,524.146488
2010-01-05T07:30:00Z,7130.686103219,4766.167168,4852.49056,1301.330088,531.609028
2010-01-05T08:00:00Z,7433.490112812,4957.48329,5092.024258,1369.584284,518.216574
2010-01-05T08:30:00Z,7670.092189375,5079.708296,5238.75174,1431.386592,508.403922
2010-01-05T09:00:00Z,7867.590361187,5214.638534,5352.792606,1470.5465,522.81179
2010-01-05T09:30:00Z,7988.2315845,5320.077024,5390.384846,1514.186108,519.464414
2010-01-05T10:00:00Z,8096.54336456,5390.92706,5421.259812,1548.233024,514.789514
2010-01-05T10:30:00Z,8191.27198481,5453.08769,5488.427052,1591.109478,512.423784
2010-01-05T11:00:00Z,8284.07779162,5514.81601,5481.997128,1630.368746,507.11744
2010-01-05T11:30:00Z,8415.763053937,5570.250792,5518.673044,1663.753234,501.849326
2010-01-05T12:00:00Z,8549.458069156,5606.325452,5558.201118,1704.059064,495.54678
2010-01-05T12:30:00Z,8629.605761594,5613.624822,5605.908062,1751.38645,486.488522
2010-01-05T13:00:00Z,8712.72985737,5647.994552,5632.011954,1779.47054,480.496878
2010-01-05T13:30:00Z,8837.9730515,5683.957078,5663.399132,1815.177508,479.220078
2010-01-05T14:00:00Z,8913.222789062,5718.401306,5682.787058,1832.041848,483.813884
2010-01-05T14:30:00Z,8907.572643156,5775.341248,5655.611378,1851.597498,484.359346
2010-01-05T15:00:00Z,8812.959593031,5824.859336,5669.791262,1877.122858,489.667144
2010-01-05T15:30:00Z,8738.846805375,5844.871642,5619.006494,1895.179996,497.922834
2010-01-05T16:00:00Z,8641.674468531,5823.147892,5601.956082,1911.860994,508.695316
2010-01-05T16:30:00Z,8528.44167475,5698.257686,5580.347484,1911.876232,514.220858
2010-01-05T17:00:00Z,8250.698452312,5479.173774,5505.581864,1890.86779,509.404074
2010-01-05T17:30:00Z,8107.231340187,5277.420268,5456.00946,1851.392198,507.974626
2010-01-05T18:00:00Z,7806.233294906,5038.99655,5281.551004,1803.81995,496.995312
2010-01-05T18:30:00Z,7607.244098812,4857.420478,5298.043708,1720.075744,488.871616
2010-01-05T19:00:00Z,7556.530998312,4688.486448,5321.572336,1634.514718,487.48499
2010-01-05T19:30:00Z,7521.47053944,4610.65196,5278.897282,1543.573902,493.062606
2010-01-05T20:00:00Z,7322.74326125,4645.333472,5181.508108,1500.349436,509.691636
2010-01-05T20:30:00Z,7045.61061175,4575.837082,5068.742522,1475.111756,509.987798
2010-01-05T21:00:00Z,7006.02103556,4411.194966,5018.576064,1415.7718,490.842486
2010-01-05T21:30:00Z,6809.5127185,4210.038372,4766.31909,1349.082102,465.115318
2010-01-05T22:00:00Z,6647.423804125,4048.851222,4586.917196,1286.044492,434.433406
2010-01-05T22:30:00Z,6473.777553062,3942.005208,4471.809108,1252.552048,406.262372
2010-01-05T23:00:00Z,6258.883539781,4171.9777,4324.627852,1216.965762,382.705368
2010-01-05T23:30:00Z,6033.937078875,4040.949972,4161.658024,1348.00141,366.365542
2010-01-06T00:00:00Z,5766.217606156,3832.388936,3910.387176,1298.659248,357.865224
2010-01-06T00:30:00Z,5532.58989244,3711.198184,3753.53654,1243.188512,352.406586
2010-01-06T01:00:00Z,5226.91944194,3994.44801,3549.280648,1148.12609,346.738112
2010-01-06T01:30:00Z,4951.39800775,3848.957368,3403.91612,1074.468996,342.50492
2010-01-06T02:00:00Z,4790.07934162,3668.32697,3345.292738,1031.63949,339.711446
2010-01-06T02:30:00Z,4687.68895094,3569.146168,3314.993694,1007.208266,337.299568
2010-01-06T03:00:00Z,4668.22672969,3515.674524,3298.100268,993.45146,338.858434
2010-01-06T03:30:00Z,4723.89748594,3492.66087,3269.75576,988.772808,335.446028
2010-01-06T04:00:00Z,4850.508682812,3536.956376,3298.58228,989.815418,346.16871
2010-01-06T04:30:00Z,5026.724918906,3644.077278,3361.100744,1008.63539,355.929176
2010-01-06T05:00:00Z,5414.352026156,3763.489216,3488.802062,1036.988944,385.772726
2010-01-06T05:30:00Z,5838.375206094,3951.286804,3648.054498,1074.6170300000001,428.307178
2010-01-06T06:00:00Z,6257.675346312,4273.791276,3947.29751,1134.04309,476.210922
2010-01-06T06:30:00Z,6677.89175456,4517.981608,4286.004846,1215.736732,518.01051
2010-01-06T07:00:00Z,7068.609385875,4562.001602,4650.367424,1295.958278,540.8033
2010-01-06T07:30:00Z,7457.08614569,4683.590704,4960.028202,1334.2015040000001,545.487222
2010-01-06T08:00:00Z,7823.63775231,4809.545402,5209.339542,1403.205256,545.918554
2010-01-06T08:30:00Z,8055.52753737,4874.948906,5375.35019,1455.204152,538.953506
2010-01-06T09:00:00Z,8288.130332,4945.47304,5485.087496,1496.696514,529.387472
2010-01-06T09:30:00Z,8440.18364769,5007.18088,5587.170188,1543.95057,521.50335
2010-01-06T10:00:00Z,8570.06758075,5055.754198,5605.87351,1586.332844,511.148922
2010-01-06T10:30:00Z,8695.27321331,5114.254398,5638.302914,1630.134784,503.60733
2010-01-06T11:00:00Z,8833.15684737,5180.343148,5699.728668,1682.473158,501.8342
2010-01-06T11:30:00Z,8936.92110644,5210.092994,5745.04073,1729.455282,496.33205
2010-01-06T12:00:00Z,9021.61824444,5238.085374,5813.935478,1778.883752,487.366736
2010-01-06T12:30:00Z,9025.18682737,5256.808512,5827.903354,1830.287806,481.998396
2010-01-06T13:00:00Z,9033.777267,5253.733338,5869.733006,1882.70674,477.509164
2010-01-06T13:30:00Z,9039.36075887,5259.681332,5908.609432,1933.633976,474.016618
2010-01-06T14:00:00Z,9047.48467287,5271.682972,5919.578108,1962.907572,476.296694
2010-01-06T14:30:00Z,9082.7801235,5285.674372,5911.2927,1999.247336,478.191208
2010-01-06T15:00:00Z,9079.066521656,5306.985202,5906.483254,2038.768946,478.637274
2010-01-06T15:30:00Z,9075.32587275,5325.150892,5882.350794,2064.281346,489.537604
2010-01-06T16:00:00Z,8943.031620937,5300.392008,5861.878908,2082.763628,498.084764
2010-01-06T16:30:00Z,8777.865747344,5225.073552,5846.541876,2081.119684,508.709798
2010-01-06T17:00:00Z,8422.454546062,5051.09713,5779.483344,2064.863284,508.834722
2010-01-06T17:30:00Z,8156.559078437,4905.957972,5679.33837,2018.231876,502.233474
2010-01-06T18:00:00Z,7794.384514906,4706.177332,5517.190646,1965.997828,497.578812
2010-01-06T18:30:00Z,7550.169828594,4570.42284,5536.882286,1877.413998,487.673582
2010-01-06T19:00:00Z,7468.489084281,4453.575406,5563.286116,1784.74774,488.603326
2010-01-06T19:30:00Z,7437.761251,4426.347428,5493.404596,1688.497478,491.198684
2010-01-06T20:00:00Z,7261.95767094,4485.288716,5397.446918,1619.951706,508.324188
2010-01-06T20:30:00Z,6938.78063894,4448.695418,5280.964362,1577.427812,503.937078
2010-01-06T21:00:00Z,6898.30323981,4303.986968,5235.314204,1514.793116,488.527642
2010-01-06T21:30:00Z,6701.38362156,4136.020976,4979.296964,1433.010296,461.417096
2010-01-06T22:00:00Z,6538.921224219,3996.395244,4760.661072,1349.449506,432.75811
2010-01-06T22:30:00Z,6364.771334281,3901.319118,4562.963158,1303.221334,405.208472
2010-01-06T23:00:00Z,6131.826440531,4155.65134,4411.639012,1251.073302,386.544746
2010-01-06T23:30:00Z,5911.51129219,4059.124242,4240.163322,1380.040432,373.336182
2010-01-07T00:00:00Z,5657.62228544,3850.11275,4001.757578,1320.865078,363.60116
2010-01-07T00:30:00Z,5425.86772856,3684.834908,3823.22273,1265.554546,356.633794
2010-01-07T01:00:00Z,5139.65415,3976.00245,3658.120926,1175.53885,353.32623
2010-01-07T01:30:00Z,4883.321728687,3833.708016,3553.957224,1108.820648,350.273428
2010-01-07T02:00:00Z,4711.596830187,3642.212766,3467.344118,1064.149532,346.76185
2010-01-07T02:30:00Z,4625.001903656,3511.597332,3448.108822,1027.858162,344.512776
2010-01-07T03:00:00Z,4614.03097625,3447.269226,3418.49075,999.777622,345.92394
2010-01-07T03:30:00Z,4662.78405287,3425.508574,3423.097066,993.67345,350.823784
2010-01-07T04:00:00Z,4822.83441412,3479.121402,3451.441576,992.531434,361.244316
2010-01-07T04:30:00Z,4975.16580412,3565.960512,3491.837946,1023.126712,372.588292
2010-01-07T05:00:00Z,5378.20749569,3734.38817,3606.456654,1062.403958,405.03579
2010-01-07T05:30:00Z,5743.28894281,3948.570012,3753.935666,1104.66807,438.221042
2010-01-07T06:00:00Z,6123.201002531,4285.351552,4055.425564,1157.040246,483.324494
2010-01-07T06:30:00Z,6547.292474719,4545.244626,4383.566602,1248.809178,515.892404
2010-01-07T07:00:00Z,6904.174335156,4598.532994,4768.599928,1327.753776,534.75371
2010-01-07T07:30:00Z,7207.680706312,4728.012126,5098.411478,1372.816266,543.072916
2010-01-07T08:00:00Z,7485.086199875,4863.27345,5394.16319,1448.381444,544.988256
2010-01-07T08:30:00Z,7613.495962312,4936.485926,5583.652458,1521.074292,537.378166
2010-01-07T09:00:00Z,7711.289333375,5000.513868,5665.23409,1585.89197,527.260358
2010-01-07T09:30:00Z,7791.87841225,5071.059074,5705.332958,1647.165544,518.261686
2010-01-07T10:00:00Z,7825.350881187,5136.536404,5723.563906,1700.252014,507.864754
2010-01-07T10:30:00Z,7895.6961515,5189.41461,5759.54442,1762.456412,503.856334
2010-01-07T11:00:00Z,7936.60884844,5242.725678,5788.963,1826.409488,499.690862
